User ID,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10
User 317,0.96,1.32,2.05,0.47,1.6,2.24,3.19,2.75,1.79,2.62
User 318,0.67,1.28,0.14,0.43,1.02,1.62,3.17,2.88,1.47,2.82
User 319,0.74,1,2.77,0.53,0.4,1.46,3.19,2.8,1.34,2.46
User 320,0.93,1.2,0.18,0.25,0.54,1.46,3.16,2.97,1.22,3.42
User 321,1.02,1,0.27,0.39,0.98,1.82,3.18,3.09,1.6,2.88
User 322,1.09,1,0.77,0.43,0.42,1.62,3.18,2.98,2.27,3.36
User 323,3.22,1.84,0.22,0.53,0.9,2.46,3.19,2.69,1.57,2.72
User 324,0.48,1.16,0.21,0.33,0.26,0.86,3.18,2.98,1.25,2.7
User 325,0.45,1.2,0.86,0.51,0.7,1.4,3.18,2.95,1.44,2.48
User 326,0.96,0.88,1.63,0.56,1.52,2.54,3.19,2.74,1.28,2.48
User 327,0.54,1.6,2.33,0.54,1.26,2.08,3.2,2.97,2.5,2.42
User 328,0.86,1.72,1.2,0.56,1.74,3.24,3.18,2.78,1.5,2.4
User 329,1.41,1.96,1.23,0.51,0.42,2.26,3.18,2.77,1.18,2.32
User 330,0.8,1.16,1.2,0.56,1.02,2.1,3.19,3.05,1.22,2.56
User 331,0.74,1.44,0.24,0.34,1.98,1.62,3.17,2.88,3.17,3.22
User 332,0.67,1.36,1.9,0.45,1.46,1.86,3.18,2.69,0.99,2.74
User 333,1.47,0.72,0.53,0.62,0.48,1.9,3.18,2.78,1.63,2.88
User 334,0.7,0.76,0.18,0.73,0.96,2.54,3.18,2.71,1.6,2.54
User 335,0.74,1.84,0.16,0.62,0.24,0.96,3.18,2.62,1.57,2.42
User 336,0.74,1.08,1.57,0.63,1.98,1.78,3.18,2.81,1.28,2.72
User 337,0.48,1.88,1.82,0.4,1.3,1.7,3.18,2.7,1.09,2.8
User 338,0.38,1.32,0.46,0.5,0.56,0.98,3.17,2.82,1.02,3.44
User 339,0.77,1.36,0.43,0.54,1.72,2.91,3.18,2.94,1.86,2.58
User 340,1.57,1.28,0.83,0.49,0.48,1.38,3.18,2.88,1.44,2.86
User 341,0.77,2.2,1.3,0.46,1.78,2.88,3.18,2.88,1.6,2.46
User 342,0.64,1.52,1.89,0.63,1.36,2.26,3.2,2.97,2.62,2.38
User 343,0.99,1.52,1.68,0.35,1.42,1.86,3.18,2.97,1.47,3.12
User 344,1.25,1.24,2.3,0.49,0.74,2.16,3.2,2.82,1.73,2.42
User 345,0.7,0.96,0.74,0.5,1.04,2.12,3.18,2.66,0.9,3.06
User 346,0.58,1.2,0.16,0.35,0.62,0.98,3.17,2.87,1.66,3.02
User 347,0.93,1.88,0.48,0.59,1.26,1.94,3.18,2.93,2.4,2.66
User 348,0.54,1.32,0.96,0.41,0.8,1.48,3.18,2.95,1.86,2.7
User 349,0.67,1.08,2.9,0.48,1.1,1.94,3.2,2.94,1.15,2.32
User 350,0.8,1.12,2.3,0.63,1.46,2.74,3.19,2.78,1.22,2.4
User 351,1.57,0.92,1.06,0.39,0.16,2.1,3.18,2.71,1.54,2.98
User 352,0.99,1.12,0.24,0.42,0.32,1.58,3.18,2.95,1.63,2.78
User 353,1.18,0.88,1.33,0.29,0.96,2.88,3.19,2.96,1.92,2.56
User 354,0.58,0.88,0.88,0.42,0.26,1.14,3.18,3.07,1.41,3.26
User 355,0.83,1.48,0.88,0.29,0.82,1.4,3.17,2.72,1.06,3.36
User 356,0.86,1.04,0.56,0.81,0.7,0.92,3.17,2.75,1.22,3.06
User 357,0.54,1.36,0.24,1.04,1.12,1.8,3.18,2.89,1.57,2.56
User 358,1.09,1.36,2.02,0.55,0.18,0.54,3.18,2.83,1.28,3.12
User 359,0.67,0.96,0.37,0.54,1.6,2.52,3.18,3.25,2.3,2.7
User 360,1.76,1.2,1.3,0.3,0.38,0.94,3.18,2.62,1.15,3.14
User 361,0.58,1.48,0.19,0.56,0.16,1.26,3.18,2.82,1.66,2.7
User 362,1.09,1.6,1.3,0.53,1.82,2.26,3.18,2.8,1.6,2.54
User 363,0.99,2,2.13,0.64,1.82,2.6,3.19,2.67,1.5,2.46
User 364,0.83,1.16,0.16,0.37,0.72,1.28,3.17,3.01,1.41,3.28
User 365,0.46,1.96,0.86,0.55,1.44,2.18,3.18,3.17,1.41,2.88
User 366,1.12,2.12,1.62,0.61,0.98,2.02,3.19,2.73,1.28,2.5
User 367,1.31,0.88,0.77,0.59,1.3,1.9,3.18,2.79,1.98,2.46
User 368,0.74,1,0.22,0.56,1.14,1.88,3.18,3.04,1.73,2.72
User 369,0.93,1,1.7,0.45,0.86,1.6,3.18,2.94,1.09,2.7
User 370,0.58,1.2,0.19,0.53,1.3,2.66,3.18,2.7,1.22,2.48
User 371,1.02,0.92,1.54,0.3,0.7,1.58,3.18,2.82,1.7,3.26
User 372,0.35,1.36,2.25,0.46,1.1,1.52,3.19,2.73,1.89,2.94
User 373,1.47,1.04,1.01,1.68,1.3,2.12,3.18,2.79,1.5,2.66
User 374,1.79,1.04,1.74,0.69,1.46,2.58,3.19,2.86,1.41,2.5
User 375,0.74,1.24,0.72,0.53,1.12,1.66,3.18,2.94,2.05,2.88
User 376,0.9,1.84,2.46,0.67,0.86,2.36,3.2,2.9,1.86,2.4
User 377,1.41,0.96,1.94,0.64,1.82,2.8,3.19,2.71,1.6,2.54
User 378,0.7,2.96,0.43,0.5,1.12,1.92,3.17,2.94,1.31,3.26
User 379,0.77,0.96,0.29,0.54,0.78,1.22,3.18,2.94,1.38,2.64
User 380,0.48,1.68,0.27,0.51,1.3,2.06,3.18,2.66,1.92,2.78
User 381,0.67,1.48,0.51,0.24,0.54,1.06,3.17,3.02,1.5,3.2
User 382,0.64,1.6,0.3,0.17,0.54,1.3,3.17,2.99,1.76,3.22
User 383,0.86,1.6,0.19,0.87,1.12,1.66,3.18,2.95,1.5,2.7
User 384,0.83,2,1.82,0.33,0.66,1.24,3.18,2.87,1.57,2.8
User 385,0.64,1.2,0.14,0.22,0.1,0.38,3.17,2.85,1.15,3.2
User 386,0.8,1.48,2.16,0.69,1.38,2.56,3.19,2.66,1.41,2.42
User 387,0.8,2,1.22,0.54,1.44,2.46,3.18,2.82,1.44,2.46
User 388,1.06,0.84,0.16,0.61,1.04,1.98,3.18,2.78,1.44,2.5
User 389,0.8,1.48,0.42,0.57,0.64,1.76,3.18,2.7,1.7,2.98
User 390,0.64,1.76,0.16,0.65,0.64,1.48,3.18,2.74,1.02,2.98
User 391,0.8,1.96,1.44,0.5,0.82,2.46,3.19,2.97,1.57,2.66
User 392,0.83,1.24,0.58,0.29,0.58,1.34,3.17,2.66,1.5,3.22
User 393,0.96,1.96,1.31,0.63,1.3,2.5,3.19,3.13,1.86,2.58
User 394,0.86,0.96,0.19,0.5,0.54,1.36,3.18,2.91,1.34,2.9
User 395,1.76,0.56,1.33,0.37,0.94,2.18,3.18,3.14,1.63,3.34
User 396,0.74,1.4,1.65,0.48,1.44,1.86,3.19,2.87,1.5,2.46
User 397,1.15,1.4,1.38,0.43,0.98,1.66,3.18,2.66,1.02,3.3
User 398,1.57,1.96,1.12,0.49,0.78,1.98,3.18,2.86,1.06,2.66
User 399,0.74,1.16,0.5,0.26,0.5,1.18,3.17,2.89,1.63,2.98
User 400,0.77,1.64,1.39,0.41,0.78,1.98,3.18,2.86,1.98,2.64
User 401,0.9,1.04,0.27,0.48,0.9,1.74,3.18,3.05,1.6,2.86
User 402,0.77,1.12,1.84,0.57,0.9,2.18,3.19,2.94,1.44,2.54
User 403,0.8,1.16,0.18,0.78,1.04,1.66,3.18,2.97,1.86,2.94
User 404,0.45,1.52,0.16,0.47,0.58,1.08,3.17,2.7,1.73,3.04
User 405,0.96,1.96,1.97,0.56,1.34,1.92,3.19,2.74,1.82,2.72
User 406,1.06,1.76,1.42,0.63,1.38,2.18,3.18,2.75,1.54,2.56
User 407,0.64,1.08,1.74,0.43,0.78,1.74,3.18,2.77,1.41,2.8
User 408,0.8,1.12,2.3,0.63,1.46,2.74,3.19,2.78,1.22,2.4
User 409,1.18,2.8,1.94,0.45,0.56,2.1,3.19,2.66,2.34,2.48
User 410,0.64,1.72,2.4,0.61,1.6,2.46,3.2,2.91,2.53,2.34
User 411,0.7,1.24,1.01,0.33,1.1,1.74,3.18,2.74,1.57,2.88
User 412,0.96,1.88,0.22,0.56,1.34,2.5,3.18,2.83,1.44,2.54
User 413,0.74,2.72,1.76,0.54,0.98,1.78,3.19,2.66,1.22,2.34
User 414,1.44,2.6,1.55,0.91,0.3,2.12,3.18,2.7,1.54,2.5
User 415,0.9,1.24,0.34,0.53,0.74,2.78,3.18,2.87,2.05,2.62
User 416,0.58,1.24,2.77,0.63,0.86,2.62,3.2,2.78,1.47,2.4
User 417,0.77,1.8,0.61,0.31,0.56,1.7,3.18,3.15,1.57,2.98
User 418,0.86,1.48,0.14,0.29,0.3,0.66,3.16,2.93,1.06,3.5
User 419,0.64,1.24,0.26,0.43,0.9,1.54,3.17,2.89,1.25,3.2
User 420,1.39,1.52,1.47,0.66,1.76,3.24,3.19,2.87,1.73,2.42
User 421,0.8,1.56,3.03,0.43,1.12,2.06,3.2,2.64,1.5,2.4
User 422,1.12,1,0.9,0.37,0.62,1.6,3.18,2.61,2.11,2.74
User 423,0.51,2.92,0.16,1.58,1.54,2,3.18,2.74,0.96,2.46
User 424,0.64,1.6,0.24,0.42,0.94,1.42,3.18,3.07,1.6,3.04
User 425,0.64,1.6,1.23,0.37,1.36,2.34,3.18,2.86,0.86,3.04
User 426,1.97,0.4,0.22,0.78,0.66,2.06,3.18,2.85,1.54,2.58
User 427,1.02,2.48,1.7,0.41,1.5,2.04,3.19,2.78,1.41,2.38
User 428,0.7,1.28,0.35,0.32,0.96,1.22,3.17,2.9,1.89,3.18
User 429,0.9,1.32,0.19,0.45,0.42,1.3,3.17,2.73,1.25,3.12
User 430,1.02,1.2,0.3,0.38,1.1,1.9,3.17,2.93,1.34,3.42
User 431,0.42,0.88,2.03,0.66,0.64,2.44,3.18,2.95,1.34,3.12
User 432,0.99,1.36,1.09,0.67,1.36,2.86,3.18,2.96,1.79,2.74
User 433,0.74,2,1.66,0.49,1.62,1.76,3.18,2.54,1.47,2.42
User 434,1.31,2.64,1.73,0.58,2.06,2.58,3.19,2.71,1.47,2.32
User 435,0.83,2.32,1.26,0.47,1.66,2.4,3.19,2.73,1.22,2.4
User 436,1.12,1.44,0.26,0.43,0.3,1.66,3.18,2.89,1.54,2.94
User 437,0.54,1.36,0.32,0.46,1.02,1.48,3.17,2.88,1.44,3.44
User 438,1.06,1.08,0.13,2.11,0.32,2.5,3.18,2.78,1.98,2.5
User 439,0.48,1.56,0.29,0.49,0.56,2.12,3.18,3.13,1.5,2.66
User 440,0.8,0.72,0.22,0.64,0.34,1.82,3.18,2.77,1.34,2.54
User 441,0.93,1.28,0.93,0.46,0.42,1.5,3.18,2.7,1.86,2.98
User 442,0.77,1.2,0.19,0.42,0.3,1.26,3.17,2.63,1.15,3.34
User 443,0.77,1.4,0.19,0.43,0.58,2.22,3.17,2.75,1.54,2.82
User 444,1.06,1.36,0.32,0.5,1.62,2.28,3.17,2.89,1.7,3.54
User 445,0.72,0.96,1.57,0.62,1.58,1.86,3.18,2.82,1.25,2.72
User 446,1.25,0.96,0.43,0.19,0.58,1.06,3.17,2.7,1.18,3.06
User 447,0.7,2.88,1.09,0.48,0.88,2.24,3.18,2.78,1.15,2.46
User 448,0.74,1.12,1.54,0.29,0.7,1.62,3.18,2.91,1.22,3.02
User 449,0.61,1.04,1.42,0.45,1.12,2.42,3.18,2.82,1.47,2.64
User 450,0.86,1,0.93,0.43,1.38,2.06,3.18,2.91,1.22,2.5
User 451,0.42,1.08,0.42,0.4,0.86,1.02,3.18,2.86,2.43,3.02
User 452,0.54,1.08,0.74,0.57,0.62,1.3,3.18,2.74,1.5,2.54
User 453,1.09,0.92,1.01,0.45,0.98,1.9,3.18,2.83,2.08,2.66
User 454,0.67,1.36,1.9,0.49,0.98,2.84,3.18,2.74,1.6,2.56
User 455,1.22,0.92,1.04,0.57,0.48,1.36,3.18,2.75,1.76,2.98
User 456,0.96,1.68,1.18,0.29,1.36,2.34,3.18,2.7,1.02,3.04
User 457,0.96,0.68,0.45,0.46,0.64,1.66,3.18,2.67,1.47,2.4
User 458,0.9,1.04,0.3,0.56,0.32,1.14,3.18,2.8,1.22,2.5
User 459,0.9,1.04,2,0.53,1.28,2.38,3.19,2.75,1.66,2.4
User 460,0.7,1.96,0.61,0.48,0.7,1.4,3.18,2.75,1.25,2.8
User 461,0.67,1.2,0.9,0.5,1.14,2.14,3.18,3.2,1.31,2.82
User 462,0.99,1.24,0.15,0.24,1.38,1.98,3.17,2.61,1.02,3.06
User 463,0.83,1.32,0.24,0.54,1.18,2.22,3.18,2.78,1.41,2.8
User 464,0.99,1.24,1.58,0.46,0.26,2.34,3.18,3.07,1.76,3.04
User 465,1.78,1.04,0.72,0.61,0.46,1.68,3.18,2.88,1.47,2.42
User 466,0.74,1.32,2.05,0.64,1.18,2.26,3.19,3.04,1.34,2.62
User 467,1.55,1.16,0.66,0.3,0.5,1.34,3.18,2.67,1.22,3.3
User 468,0.7,1.36,0.29,0.65,0.78,1.38,3.18,3.38,1.82,2.74
User 469,1.31,0.96,0.86,0.4,0.88,1.54,3.17,2.78,1.41,3.44
User 470,1.09,1.4,0.29,0.48,0.22,2.22,3.17,2.77,1.31,3.22
User 471,0.74,1.08,2.26,0.38,1.2,2.22,3.2,2.42,1.38,2.58
User 472,0.74,1.28,0.3,0.43,1.06,1.58,3.17,2.95,1.7,3.14
User 473,0.58,1.48,0.21,0.46,0.4,1.28,3.17,2.72,1.95,3.22
User 474,0.72,1.52,0.19,0.85,1.26,1.74,3.18,2.94,1.28,2.74
User 475,0.96,1.08,1.86,0.32,0.58,1.3,3.18,2.63,1.22,3.12
User 476,1.38,1.12,1.92,0.64,0.62,2.32,3.19,2.94,1.76,2.48
User 477,0.64,1.16,1.89,0.4,0.56,1.24,3.18,2.82,1.09,3.18
User 478,0.8,1.12,1.16,0.32,0.38,1.04,3.18,2.62,1.18,3.06
User 479,0.83,0.84,2.59,0.85,1.1,2.62,3.19,2.69,1.6,2.62
User 480,0.77,1.16,1.36,0.42,3.3,2.78,3.18,2.58,1.22,2.94
User 481,0.64,0.6,1.06,0.53,0.7,1.5,3.18,2.66,1.86,2.64
User 482,0.42,1.36,1.49,0.71,1.06,1.68,3.19,2.86,1.25,2.56
User 483,1.38,1.28,0.22,0.55,0.26,0.9,3.18,2.74,1.31,3.04
User 484,0.58,2.96,1.9,0.53,1.44,2.24,3.19,3.18,2.18,2.7
User 485,0.83,1.72,1.88,0.51,1.42,2.64,3.19,2.9,1.76,2.54
User 486,0.7,1.2,1.42,0.27,0.46,1.58,3.18,2.66,1.09,2.8
User 487,0.96,1.28,0.21,0.62,0.72,2.44,3.18,2.94,1.38,2.7
User 488,0.7,1,0.18,0.57,2.58,2.34,3.17,3.06,1.98,2.96
User 489,1.18,1.32,0.62,0.31,1.06,1.74,3.17,2.91,1.25,3.38
User 490,0.99,0.92,0.32,0.79,0.78,1.78,3.18,2.77,1.98,2.62
User 491,1.38,1.12,1.8,0.37,0.82,1.16,3.18,2.69,1.22,3.3
User 492,1.18,1.28,0.26,0.33,1.1,1.36,3.17,3.03,1.76,3.38
User 493,0.7,1.16,0.14,0.39,0.9,1.18,3.17,2.79,1.15,2.96
User 494,1.09,2.64,2.54,0.53,0.7,2.18,3.19,2.79,1.6,2.34
User 495,0.93,2.2,0.35,0.57,0.46,1.58,3.18,2.78,2.21,2.74
User 496,0.77,1.36,0.18,0.39,1.3,2.1,3.16,2.95,1.02,3.5
User 497,0.51,0.88,0.26,0.48,0.96,1.42,3.17,2.88,1.02,3.04
User 498,0.61,1.24,2.32,0.51,1.04,2.58,3.19,2.75,1.6,2.46
User 499,0.77,1.16,2.13,0.45,1.3,1.74,3.18,2.96,1.47,2.94
User 500,0.9,1.12,0.67,0.5,1.38,2.1,3.18,2.98,1.41,2.86
User 501,0.96,2,1.94,0.51,1.02,1.7,3.19,2.7,1.7,2.38
User 502,2.72,1.96,1.39,0.32,1.06,2.46,3.18,2.86,1.15,2.86
User 503,0.9,1.08,2.48,0.41,0.82,1.78,3.18,2.83,1.41,3.46
User 504,0.64,1.28,0.48,0.35,0.7,1.58,3.18,3.01,2.18,2.98
User 505,0.99,1.04,0.35,0.58,0.74,2.22,3.18,2.99,1.5,2.78
User 506,2.5,2,0.24,0.51,0.8,1.78,3.17,2.89,1.54,3.12
User 507,0.86,1.04,1.31,0.48,0.56,1.78,3.18,3.05,2.05,2.62
User 508,0.7,1,1.78,0.64,2.98,2.36,3.18,2.74,1.15,2.5
User 509,0.86,0.76,1.06,0.51,2.62,2.34,3.18,2.81,1.09,2.7
User 510,1.12,2.04,0.19,0.33,0.26,1.36,3.17,3.07,1.34,3.18
User 511,1.22,1.16,2.18,0.55,1.38,2.52,3.19,2.66,1.92,2.54
User 512,0.96,1.2,0.19,0.33,0.66,1.24,3.16,2.94,1.28,3.62
User 513,0.67,1.24,0.96,0.53,0.78,1.44,3.18,2.9,1.6,2.88
User 514,0.77,1.88,2.43,0.65,1.06,3.12,3.2,2.69,2.11,2.4
User 515,0.86,1.2,0.35,0.42,0.96,1.72,3.17,2.57,0.96,3.06
User 516,0.9,1,2.84,0.5,1.28,2.14,3.2,2.97,1.54,2.54
User 517,1.31,0,0.26,0.72,0.96,1.16,3.18,2.9,2.14,2.88
User 518,0.64,1.04,2.03,0.53,1.6,1.9,3.18,2.9,1.12,2.88
User 519,0.96,1.28,0.22,0.37,0.82,2.14,3.18,2.62,1.34,2.8
User 520,0.77,1.08,0.3,0.55,1.06,2.26,3.18,3.23,1.73,2.66
User 521,0.51,1.36,0.13,0.33,0.7,1.02,3.18,2.89,1.63,2.7
User 522,0.86,1.04,1.89,0.61,1.46,2.3,3.19,2.77,1.92,2.62
User 523,0.51,1.08,2.48,0.57,0.66,1.8,3.19,2.58,1.38,2.32
User 524,0.74,0.96,0.26,0.42,0.86,1.54,3.17,2.86,1.63,3.04
User 525,0.7,1.64,2.46,0.57,1.46,2.54,3.2,2.95,1.89,2.38
User 526,0.86,1.36,1.68,0.49,1.3,3.04,3.19,2.7,1.31,2.78
User 527,0.7,1.12,1.23,0.49,1.52,2.34,3.18,2.78,1.76,2.66
User 528,0.77,1.4,0.16,0.59,0.94,1.94,3.18,3.06,1.41,2.66
User 529,1.34,1.64,0.37,0.39,0.58,1.94,3.18,2.72,1.66,2.94
User 530,0.53,0.96,0.18,0.58,0.66,1.4,3.18,2.95,1.5,2.42
User 531,0.86,0.6,0.24,0.64,0.94,1.7,3.18,2.78,1.44,2.34
User 532,1.12,0.16,0.19,0.69,0.62,1.44,3.18,2.9,1.73,2.46
User 533,0.83,1.2,1.25,0.56,1.04,2.02,3.18,2.66,1.86,2.66
User 534,0.8,1.08,1.45,0.45,0.98,1.7,3.18,2.9,1.09,3.02
User 535,0.9,0.88,1.84,0.41,0.72,2,3.18,2.66,1.06,2.82
User 536,0.58,1.12,1.57,0.45,0.78,1.5,3.18,2.77,1.44,2.9
User 537,0.74,2.24,2.63,0.72,1.4,3.76,3.2,2.75,1.63,2.48
User 538,0.64,1.04,2.35,0.51,1.42,1.66,3.19,2.66,2.21,2.5
User 539,0.61,1.84,0.61,0.47,2.18,2.5,3.18,2.83,1.92,2.98
User 540,0.96,1.16,0.36,0.42,0.22,2.8,3.18,2.83,1.98,2.64
User 541,0.8,1.36,0.75,0.35,0.9,1.78,3.18,2.86,1.22,2.82
User 542,1.44,0.28,0.18,0.34,0.26,1.74,3.17,2.64,0.9,2.88
User 543,0.83,1.08,0.24,0.46,0.5,1.52,3.18,2.98,1.98,2.8
User 544,0.7,1.56,0.96,0.4,1.18,1.88,3.17,2.77,1.06,3.34
User 545,0.99,1.04,1.17,0.57,0.98,2.1,3.19,2.74,1.38,2.4
User 546,0.86,2.96,0.24,0.41,0.72,1.62,3.18,2.98,1.54,2.98
User 547,0.61,1.64,0.18,0.46,1.02,1.9,3.17,2.59,1.34,3.04
User 548,0.96,1.48,0.21,0.58,0.42,1.28,3.18,2.95,1.98,2.66
User 549,0.96,1.92,1.18,0.61,0.9,1.98,3.18,2.82,1.7,2.62
User 550,0.96,1.32,0.34,0.48,0.82,1.7,3.17,2.95,1.34,3.34
User 551,1.23,1,0.59,0.35,1.02,1.62,3.18,2.85,2.02,2.98
User 552,1.06,1.04,2.5,0.56,1.78,2.8,3.2,2.72,2.18,2.54
User 553,0.9,0.88,1.17,0.47,0.7,2.1,3.18,3.06,2.05,2.62
User 554,1.63,1.2,0.67,0.75,1.02,2.2,3.18,2.85,1.34,2.42
User 555,0.67,2.4,0.34,0.53,1.26,2.2,3.18,2.71,1.73,2.7
User 556,0.7,0.88,2.66,0.5,1.04,1.46,3.19,2.88,1.54,2.4
User 557,0.58,1.48,0.24,0.49,0.42,1.38,3.18,2.82,1.6,2.88
User 558,0.96,0.88,0.22,0.53,0.42,1.8,3.18,2.74,2.46,2.78
User 559,0.96,1,0.3,0.33,0.88,1.58,3.17,2.98,2.11,3.34
User 560,1.06,0.8,0.29,0.35,1.3,2.12,3.18,3.03,1.7,2.94
User 561,0.74,0.8,1.82,0.5,1.2,1.74,3.18,2.63,1.63,2.58
User 562,0.93,1.6,3.11,0.49,0.96,2.08,3.2,2.61,1.5,2.38
User 563,0.9,0.88,1.94,0.55,1.12,2.18,3.18,2.85,1.47,2.7
User 564,0.7,1.52,1.46,0.5,0.94,1.7,3.18,2.64,0.96,2.94
User 565,0.77,1.56,0.24,0.62,0.98,2.1,3.18,2.86,1.66,2.48
User 566,0.99,1.08,1.41,0.24,1.52,2.08,3.18,2.74,1.22,2.94
User 567,0.74,1.68,2.89,0.57,0.94,1.92,3.2,2.86,1.34,2.34
User 568,0.7,1.6,2.36,0.48,1.18,1.73,3.2,2.98,1.31,2.42
User 569,1.15,2.12,2.06,0.56,1.68,1.86,3.19,2.62,1.44,2.42
User 570,0.58,1.2,0.32,0.43,1.04,2.54,3.18,2.95,1.18,3.26
User 571,0.9,2.16,2.06,0.56,1.66,2.17,3.19,2.72,1.44,2.42
User 572,0.74,1.36,0.21,0.29,0.62,1.48,3.17,2.98,1.18,3.38
User 573,0.77,1.08,1.82,0.39,1.06,2.32,3.19,2.85,1.41,2.4
User 574,0.67,1.76,0.3,0.41,0.26,1.58,3.18,2.67,2.24,3.42
User 575,0.96,1.44,0.72,0.62,0.82,2.7,3.18,3.02,1.82,2.78
User 576,0.74,1.28,1.36,0.66,1.26,2.48,3.18,2.83,1.28,2.64
User 577,0.77,0.88,0.24,0.43,1.02,2.1,3.18,3.03,1.76,2.64
User 578,0.64,1.48,0.24,0.56,0.74,1.72,3.18,2.8,1.66,2.88
User 579,0.67,1.48,0.26,0.56,0.62,1.26,3.18,2.81,1.54,2.9
User 580,0.86,0.96,0.74,1.12,0.96,1.7,3.18,2.8,1.57,2.56
User 581,0.83,1.36,1.07,0.33,0.56,2.16,3.18,2.74,1.6,2.82
User 582,0.64,1.36,1.52,0.47,1.02,2.68,3.18,2.79,1.41,2.7
User 583,0.9,1.2,0.85,0.62,1.18,2.14,3.18,2.78,1.54,2.74
User 584,0.67,1.6,0.19,0.45,1.02,1.42,3.18,2.86,1.73,2.88
User 585,1.06,1.28,0.16,0.47,1.04,1.6,3.17,2.72,1.18,3.26
User 586,1.47,1.04,0.43,0.48,0.74,1.1,3.17,3.01,1.63,3.2
User 587,0.48,1.12,0.7,0.33,0.38,1.42,3.18,2.88,1.47,2.78
User 588,0.96,1.6,0.29,0.32,0.62,1.62,3.18,2.79,1.25,2.9
User 589,0.58,1.04,2.77,0.58,0.46,1.98,3.19,2.66,1.38,2.5
User 590,0.93,2.08,0.27,0.39,1.1,2.58,3.18,2.89,1.89,2.78
User 591,0.96,1.12,0.91,0.5,0.82,1.66,3.18,2.81,1.63,2.72
User 592,0.83,1.32,0.18,0.31,1.22,1.5,3.17,2.98,1.38,3.04
User 593,0.7,2.28,0.22,2.38,0.38,1.28,3.18,2.81,1.38,2.66
User 594,0.83,1.96,1.33,0.54,1.44,2.54,3.18,2.87,1.28,2.74
User 595,1.12,0.8,0.91,0.39,0.48,1.56,3.18,2.96,1.38,2.7
User 596,1.76,0.6,1.57,0.35,0.5,1.66,3.18,2.98,1.5,2.72
User 597,0.96,1.32,0.37,0.49,0.74,1.66,3.17,2.97,1.41,3.36
User 598,0.77,1.08,0.22,0.65,0.88,2.02,3.18,2.86,1.79,2.54
User 599,0.86,0.96,2.02,0.5,1.28,1.58,3.19,2.7,1.79,2.66
User 600,1.12,2.96,0.16,0.5,0.48,1.76,3.18,2.78,1.76,2.72
User 601,0.64,1.36,0.91,0.4,0.86,1.1,3.18,2.83,1.47,3.06
User 602,1.15,0.8,0.26,3.1,0.64,1.86,3.18,2.77,2.02,2.62
User 603,0.67,2.2,2.34,0.61,0.9,2.12,3.19,2.61,1.41,2.46
User 604,0.77,1.48,0.29,0.35,0.16,0.82,3.17,2.94,1.09,3.26
User 605,1.22,0.68,1.41,0.91,1.34,2.82,3.19,3.09,2.11,2.5
User 606,0.64,1.2,0.94,0.39,0.94,2.02,3.19,3.09,1.28,2.26
User 607,1.09,1,1.02,0.4,1.02,1.38,3.18,2.58,0.74,3.26
User 608,1.31,1.36,0.75,0.48,0.5,1.7,3.18,2.89,1.34,2.78
User 609,1.06,3.12,1.58,0.48,0.56,3.34,3.18,2.67,1.76,2.94
User 610,0.7,1.32,0.34,0.59,0.4,1.02,3.18,2.85,1.31,2.82
User 611,0.66,0.64,2.01,0.58,0.82,1.54,3.18,3.02,1.22,2.88
User 612,0.74,1.04,1.3,0.62,1.26,2.42,3.18,2.78,1.57,2.5
User 613,0.83,0.92,0.82,0.39,1.28,2.14,3.18,3.39,1.63,2.8
User 614,0.67,1.28,0.26,0.51,1.02,1.26,3.17,2.87,3.01,3.3
User 615,1.87,0.28,1.14,0.5,0.9,1.94,3.18,2.97,1.82,2.58
User 616,0.54,1.16,0.38,0.33,1.38,1.58,3.17,2.7,1.06,3.44
User 617,0.7,1.44,0.22,0.64,0.56,2.04,3.18,2.85,1.7,2.78
User 618,1.82,1.56,0.62,0.39,0.58,1.62,3.18,2.93,2.14,3.42
User 619,1.25,1.04,0.43,0.43,1.04,2.5,3.18,3.03,1.6,2.88
User 620,0.96,1.32,0.56,0.38,0.66,1.54,3.17,2.85,1.41,3.12
User 621,0.74,1.32,0.16,0.49,1.22,1.46,3.17,2.7,2.08,2.88
User 622,0.8,1.8,1.25,0.55,1.38,2.5,3.18,2.85,1.7,2.42
User 623,0.99,1.32,2.03,0.43,0.88,1.54,3.18,2.7,2.08,2.78
User 624,0.74,0.96,0.62,0.51,0.96,1.84,3.18,2.8,2.05,3.02
User 625,0.9,1.48,1.46,0.42,0.42,1.02,3.18,2.71,1.73,2.96
User 626,1.66,0.24,0.43,0.59,0.8,1.06,3.18,2.95,1.38,2.48
User 627,0.8,1.92,1.6,0.5,2.08,3.2,3.19,2.89,1.5,2.54
User 628,0.75,1.08,1.88,0.34,0.9,1.58,3.18,2.73,1.6,2.5
User 629,0.7,0.88,0.19,0.43,0.14,1.66,3.17,2.75,1.18,2.98
User 630,0.58,1.44,0.21,0.41,1.06,1.56,3.18,2.9,3.04,2.54
User 631,0.7,1.36,0.19,0.41,0.86,1.28,3.17,2.72,2.37,3.1
User 632,2.05,1.2,0.19,0.34,0.48,1.02,3.17,2.81,1.92,3.44
User 633,0.51,1.2,0.42,0.49,0.9,1.2,3.17,2.56,1.5,2.98
User 634,0.61,1.2,2.05,0.61,1.3,3.06,3.19,2.79,1.57,2.42
