"Station Name","WHISTLER ROUNDHOUSE"
"Province","BRITISH COLUMBIA"
"Current Station Operator","Co-operative Climate Network"
"Latitude","50.07"
"Longitude","-122.95"
"Elevation","1835.00"
"Climate Identifier","1108906"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2018-07-25","2018","07","25","†","20.0","","12.5","","16.3","","1.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-07-26","2018","07","26","†","19.5","","13.5","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-07-27","2018","07","27","†","22.0","","14.5","","18.3","","0.0","","0.3","","0.0","","0.0","","0.0","","0","","","","",""
"2018-07-28","2018","07","28","†","22.0","","16.0","","19.0","","0.0","","1.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-07-29","2018","07","29","†","23.5","","17.0","","20.3","","0.0","","2.3","","0.0","","0.0","","0.0","","0","","","","",""
"2018-07-30","2018","07","30","†","24.0","","18.0","","21.0","","0.0","","3.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-07-31","2018","07","31","†","21.5","","17.5","","19.5","","0.0","","1.5","","0.0","","0.0","","0.0","","0","","","","",""
"2018-08-01","2018","08","01","†","16.0","","12.5","","14.3","","3.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-08-02","2018","08","02","†","12.0","","9.5","","10.8","","7.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-08-03","2018","08","03","†","10.0","","6.5","","8.3","","9.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-08-04","2018","08","04","†","14.5","","7.5","","11.0","","7.0","","0.0","","4.0","","0.0","","4.0","","0","","","","",""
"2018-08-05","2018","08","05","†","17.0","","10.0","","13.5","","4.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-08-06","2018","08","06","†","18.5","","13.0","","15.8","","2.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-08-07","2018","08","07","†","21.0","","12.5","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-08-08","2018","08","08","†","23.0","","16.5","","19.8","","0.0","","1.8","","0.0","","0.0","","0.0","","0","","","","",""
"2018-08-09","2018","08","09","†","23.0","","16.0","","19.5","","0.0","","1.5","","0.0","","0.0","","0.0","","0","","","","",""
"2018-08-10","2018","08","10","†","20.5","","16.5","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","0","","","","",""
"2018-08-11","2018","08","11","†","11.5","","8.0","","9.8","","8.2","","0.0","","5.9","","0.0","","5.9","","0","","","","",""
"2018-08-12","2018","08","12","","","","","","","","","","","","","","","","","","","","","","",""
"2018-08-13","2018","08","13","†","17.5","","8.5","","13.0","","5.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-08-14","2018","08","14","†","19.0","","14.0","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-08-15","2018","08","15","†","20.0","","15.0","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-08-16","2018","08","16","†","18.0","","13.5","","15.8","","2.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-08-17","2018","08","17","†","16.5","","10.5","","13.5","","4.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-08-18","2018","08","18","†","19.0","","1.0","","10.0","","8.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-08-19","2018","08","19","†","18.5","","11.5","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-08-20","2018","08","20","†","20.0","","9.5","","14.8","","3.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-08-21","2018","08","21","†","21.0","","13.5","","17.3","","0.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-08-22","2018","08","22","†","19.0","","15.0","","17.0","","1.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-08-23","2018","08","23","†","10.5","","9.0","","9.8","","8.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-08-24","2018","08","24","†","9.0","","4.5","","6.8","","11.2","","0.0","","1.3","","0.0","","1.3","","0","","","","",""
"2018-08-25","2018","08","25","†","6.5","","4.0","","5.3","","12.7","","0.0","","3.6","","0.0","","3.6","","0","","","","",""
"2018-08-26","2018","08","26","†","6.5","","4.0","","5.3","","12.7","","0.0","","0.1","","0.0","","0.1","","0","","","","",""
"2018-08-27","2018","08","27","†","13.0","","3.0","","8.0","","10.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-08-28","2018","08","28","†","14.0","","8.5","","11.3","","6.7","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"2018-08-29","2018","08","29","†","8.5","","6.0","","7.3","","10.7","","0.0","","6.3","","0.0","","6.3","","0","","","","",""
"2018-08-30","2018","08","30","†","7.5","","5.0","","6.3","","11.7","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"2018-08-31","2018","08","31","†","8.5","","4.0","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-09-01","2018","09","01","†","8.0","","3.5","","5.8","","12.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-09-02","2018","09","02","†","10.0","","4.0","","7.0","","11.0","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"2018-09-03","2018","09","03","†","9.0","","3.0","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-09-04","2018","09","04","†","12.5","","3.5","","8.0","","10.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-09-05","2018","09","05","†","15.5","","7.0","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-09-06","2018","09","06","†","17.5","","11.5","","14.5","","3.5","","0.0","","2.1","","0.0","","2.1","","0","","","","",""
"2018-09-07","2018","09","07","†","9.0","","4.5","","6.8","","11.2","","0.0","","5.5","","0.0","","5.5","","0","","","","",""
"2018-09-08","2018","09","08","†","7.0","","5.0","","6.0","","12.0","","0.0","","3.7","","0.0","","3.7","","0","","","","",""
"2018-09-09","2018","09","09","†","4.0","","3.0","","3.5","","14.5","","0.0","","17.1","","0.0","","17.1","","0","","","","",""
"2018-09-10","2018","09","10","†","5.0","","2.5","","3.8","","14.2","","0.0","","2.4","","0.0","","2.4","","0","","","","",""
"2018-09-11","2018","09","11","†","4.5","","2.0","","3.3","","14.7","","0.0","","4.7","","0.0","","4.7","","0","","","","",""
"2018-09-12","2018","09","12","†","5.0","","2.0","","3.5","","14.5","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"2018-09-13","2018","09","13","†","4.0","","1.5","","2.8","","15.2","","0.0","","3.1","","0.0","","3.1","","0","","","","",""
"2018-09-14","2018","09","14","†","4.0","","1.5","","2.8","","15.2","","0.0","","5.0","","0.0","T","5.0","","0","","","","",""
"2018-09-15","2018","09","15","†","2.5","","0.5","","1.5","","16.5","","0.0","","8.4","","0.0","","8.4","","0","","","","",""
"2018-09-16","2018","09","16","†","2.5","","1.0","","1.8","","16.2","","0.0","","5.6","","0.0","","5.6","","0","","","","",""
"2018-09-17","2018","09","17","†","4.0","","0.5","","2.3","","15.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2018-09-18","2018","09","18","","","","","","","","","","","","","","","","","","","","","","",""
"2018-09-19","2018","09","19","","","","","","","","","","","","","","","","","","","","","","",""
"2018-09-20","2018","09","20","","","","","","","","","","","","","","","","","","","","","","",""
"2018-09-21","2018","09","21","","","","","","","","","","","","","","","","","","","","","","",""
"2018-09-22","2018","09","22","†","8.0","","2.0","","5.0","","13.0","","0.0","","5.6","","0.0","","5.6","","0","","","","",""
"2018-09-23","2018","09","23","","","","","","","","","","","","","","","","","","","","","","",""
"2018-09-24","2018","09","24","","","","","","","","","","","","","","","","","","","","","","",""
"2018-09-25","2018","09","25","","","","","","","","","","","","","","","","","","","","","","",""
"2018-09-26","2018","09","26","","","","","","","","","","","","","","","","","","","","","","",""
"2018-09-27","2018","09","27","","","","","","","","","","","","","","","","","","","","","","",""
"2018-09-28","2018","09","28","","","","","","","","","","","","","","","","","","","","","","",""
"2018-09-29","2018","09","29","","","","","","","","","","","","","","","","","","","","","","",""
"2018-09-30","2018","09","30","","","","","","","","","","","","","","","","","","","","","","",""
"2018-10-01","2018","10","01","","","","","","","","","","","","","","","","","","","","","","",""
"2018-10-02","2018","10","02","","","","","","","","","","","","","","","","","","","","","","",""
"2018-10-03","2018","10","03","","","","","","","","","","","","","","","","","","","","","","",""
"2018-10-04","2018","10","04","","","","","","","","","","","","","","","","","","","","","","",""
"2018-10-05","2018","10","05","","","","","","","","","","","","","","","","","","","","","","",""
"2018-10-06","2018","10","06","†","4.5","","-2.0","","1.3","","16.7","","0.0","","0.0","","0.0","T","0.0","T","0","","","","",""
"2018-10-07","2018","10","07","","","","","","","","","","","","","","","","","","","","","","",""
"2018-10-08","2018","10","08","","","","","","","","","","","","","","","","","","","","","","",""
"2018-10-09","2018","10","09","","","","","","","","","","","","","","","","","","","","","","",""
"2018-10-10","2018","10","10","","","","","","","","","","","","","","","","","","","","","","",""
"2018-10-11","2018","10","11","","","","","","","","","","","","","","","","","","","","","","",""
"2018-10-12","2018","10","12","","","","","","","","","","","","","","","","","","","","","","",""
"2018-10-13","2018","10","13","","","","","","","","","","","","","","","","","","","","","","",""
"2018-10-14","2018","10","14","","","","","","","","","","","","","","","","","","","","","","",""
"2018-10-15","2018","10","15","","","","","","","","","","","","","","","","","","","","","","",""
"2018-10-16","2018","10","16","","","","","","","","","","","","","","","","","","","","","","",""
"2018-10-17","2018","10","17","","","","","","","","","","","","","","","","","","","","","","",""
"2018-10-18","2018","10","18","","","","","","","","","","","","","","","","","","","","","","",""
"2018-10-19","2018","10","19","","","","","","","","","","","","","","","","","","","","","","",""
"2018-10-20","2018","10","20","","","","","","","","","","","","","","","","","","","","","","",""
"2018-10-21","2018","10","21","","","","","","","","","","","","","","","","","","","","","","",""
"2018-10-22","2018","10","22","","","","","","","","","","","","","","","","","","","","","","",""
"2018-10-23","2018","10","23","","","","","","","","","","","","","","","","","","","","","","",""
"2018-10-24","2018","10","24","","","","","","","","","","","","","","","","","","","","","","",""
"2018-10-25","2018","10","25","","","","","","","","","","","","","","","","","","","","","","",""
"2018-10-26","2018","10","26","","","","","","","","","","","","","","","","","","","","","","",""
"2018-10-27","2018","10","27","","","","","","","","","","","","","","","","","","","","","","",""
"2018-10-28","2018","10","28","","","","","","","","","","","","","","","","","","","","","","",""
"2018-10-29","2018","10","29","","","","","","","","","","","","","","","","","","","","","","",""
"2018-10-30","2018","10","30","","","","","","","","","","","","","","","","","","","","","","",""
"2018-10-31","2018","10","31","","","","","","","","","","","","","","","","","","","","","","",""
"2018-11-01","2018","11","01","","","","","","","","","","","","","","","","","","","","","","",""
"2018-11-02","2018","11","02","","","","","","","","","","","","","","","","","","","","","","",""
"2018-11-03","2018","11","03","","","","","","","","","","","","","","","","","","","","","","",""
"2018-11-04","2018","11","04","","","","","","","","","","","","","","","","","","","","","","",""
"2018-11-05","2018","11","05","","","","","","","","","","","","","","","","","","","","","","",""
"2018-11-06","2018","11","06","","","","","","","","","","","","","","","","","","","","","","",""
"2018-11-07","2018","11","07","","","","","","","","","","","","","","","","","","","","","","",""
"2018-11-08","2018","11","08","","","","","","","","","","","","","","","","","","","","","","",""
"2018-11-09","2018","11","09","","","","","","","","","","","","","","","","","","","","","","",""
"2018-11-10","2018","11","10","","","","","","","","","","","","","","","","","","","","","","",""
"2018-11-11","2018","11","11","","","","","","","","","","","","","","","","","","","","","","",""
"2018-11-12","2018","11","12","","","","","","","","","","","","","","","","","","","","","","",""
"2018-11-13","2018","11","13","","","","","","","","","","","","","","","","","","","","","","",""
"2018-11-14","2018","11","14","","","","","","","","","","","","","","","","","","","","","","",""
"2018-11-15","2018","11","15","","","","","","","","","","","","","","","","","","","","","","",""
"2018-11-16","2018","11","16","","","","","","","","","","","","","","","","","","","","","","",""
"2018-11-17","2018","11","17","","","","","","","","","","","","","","","","","","","","","","",""
"2018-11-18","2018","11","18","","","","","","","","","","","","","","","","","","","","","","",""
"2018-11-19","2018","11","19","","","","","","","","","","","","","","","","","","","","","","",""
"2018-11-20","2018","11","20","","","","","","","","","","","","","","","","","","","","","","",""
"2018-11-21","2018","11","21","","","","","","","","","","","","","","","","","","","","","","",""
"2018-11-22","2018","11","22","†","0.0","","-3.0","","-1.5","","19.5","","0.0","","0.0","","12.0","","12.0","","50","","","","",""
"2018-11-23","2018","11","23","†","-3.0","","-4.0","","-3.5","","21.5","","0.0","","0.0","","4.0","","4.0","","56","","","","",""
"2018-11-24","2018","11","24","†","-3.0","","-6.0","","-4.5","","22.5","","0.0","","0.0","","1.0","","1.0","","57","","","","",""
"2018-11-25","2018","11","25","","","","","","","","","","","","","","","","","","","","","","",""
"2018-11-26","2018","11","26","†","2.5","","-1.5","","0.5","","17.5","","0.0","","0.0","","3.0","","3.0","","58","","","","",""
"2018-11-27","2018","11","27","†","2.5","","-1.0","","0.8","","17.2","","0.0","","0.0","","12.0","","12.0","","57","","","","",""
"2018-11-28","2018","11","28","†","-2.5","","-4.5","","-3.5","","21.5","","0.0","","0.0","","1.0","","1.0","","64","","","","",""
"2018-11-29","2018","11","29","†","-2.5","","-4.5","","-3.5","","21.5","","0.0","","0.0","","5.0","","5.0","","64","","","","",""
"2018-11-30","2018","11","30","†","-3.0","","-6.0","","-4.5","","22.5","","0.0","","0.0","","4.0","","4.0","","67","","","","",""
"2018-12-01","2018","12","01","†","-4.0","","-7.0","","-5.5","","23.5","","0.0","","0.0","","0.0","","0.0","","68","","","","",""
"2018-12-02","2018","12","02","†","-6.5","","-9.5","","-8.0","","26.0","","0.0","","0.0","","0.0","T","0.0","T","66","","","","",""
"2018-12-03","2018","12","03","†","-2.5","","-11.0","","-6.8","","24.8","","0.0","","0.0","","0.0","T","0.0","T","66","","","","",""
"2018-12-04","2018","12","04","†","-2.0","","-11.5","","-6.8","","24.8","","0.0","","0.0","","0.0","","0.0","","64","","","","",""
"2018-12-05","2018","12","05","†","-0.5","","-9.5","","-5.0","","23.0","","0.0","","0.0","","0.0","","0.0","","62","","","","",""
"2018-12-06","2018","12","06","†","2.0","","-8.5","","-3.3","","21.3","","0.0","","0.0","","0.0","","0.0","","62","","","","",""
"2018-12-07","2018","12","07","†","-0.5","","-4.5","","-2.5","","20.5","","0.0","","0.0","","0.0","T","0.0","T","61","","","","",""
"2018-12-08","2018","12","08","†","-0.5","","-5.5","","-3.0","","21.0","","0.0","","0.0","","1.2","","1.2","","59","","","","",""
"2018-12-09","2018","12","09","†","-0.5","","-3.0","","-1.8","","19.8","","0.0","","0.0","","26.0","","26.0","","60","","","","",""
"2018-12-10","2018","12","10","†","-3.5","","-5.0","","-4.3","","22.3","","0.0","","0.0","","18.0","","18.0","","85","","","","",""
"2018-12-11","2018","12","11","†","-1.5","","-6.0","","-3.8","","21.8","","0.0","","0.0","","34.0","","34.0","","94","","","","",""
"2018-12-12","2018","12","12","†","-2.5","","-7.5","","-5.0","","23.0","","0.0","","0.0","","52.0","","52.0","","117","","","","",""
"2018-12-13","2018","12","13","†","-0.5","","-5.5","","-3.0","","21.0","","0.0","","0.0","","36.0","","36.0","","166","","","","",""
"2018-12-14","2018","12","14","","","","","","","","","","","","","","","","","","","","","","",""
"2018-12-15","2018","12","15","†","-1.5","","-9.0","","-5.3","","23.3","","0.0","","0.0","","15.0","","15.0","","170","","","","",""
"2018-12-16","2018","12","16","","","","","","","","","","","","","","","","","","","","","","",""
"2018-12-17","2018","12","17","","","","","","","","","","","","","","","","","","","","","","",""
"2018-12-18","2018","12","18","†","-2.0","","-4.0","","-3.0","","21.0","","0.0","","0.0","","19.0","","19.0","","207","","","","",""
"2018-12-19","2018","12","19","†","-0.5","","-4.5","","-2.5","","20.5","","0.0","","0.0","","20.0","","20.0","","206","","","","",""
"2018-12-20","2018","12","20","","","","","","","","","","","","","","","","","","","","","","",""
"2018-12-21","2018","12","21","","","","","","","","","","","","","","","","","","","","","","",""
"2018-12-22","2018","12","22","†","-3.5","","-11.0","","-7.3","","25.3","","0.0","","0.0","","24.0","","24.0","","212","","","","",""
"2018-12-23","2018","12","23","†","-3.5","","-5.0","","-4.3","","22.3","","0.0","","0.0","","6.0","","6.0","","226","","","","",""
"2018-12-24","2018","12","24","†","-4.0","","-7.0","","-5.5","","23.5","","0.0","","0.0","","0.0","","0.0","","222","","","","",""
"2018-12-25","2018","12","25","†","-6.0","","-9.5","","-7.8","","25.8","","0.0","","0.0","","2.0","","2.0","","210","","","","",""
"2018-12-26","2018","12","26","†","-6.5","","-8.5","","-7.5","","25.5","","0.0","","0.0","","7.0","","7.0","","210","","","","",""
"2018-12-27","2018","12","27","†","-3.5","","-9.0","","-6.3","","24.3","","0.0","","0.0","","1.0","","1.0","","207","","","","",""
"2018-12-28","2018","12","28","†","2.0","","-8.0","","-3.0","","21.0","","0.0","","0.0","","8.0","","8.0","","206","","","","",""
"2018-12-29","2018","12","29","†","0.0","","-3.0","","-1.5","","19.5","","0.0","","0.0","","9.0","","9.0","","206","","","","",""
"2018-12-30","2018","12","30","†","-5.5","","-8.0","","-6.8","","24.8","","0.0","","0.0","","0.0","","0.0","","205","","","","",""
"2018-12-31","2018","12","31","†","-2.0","","-12.0","","-7.0","","25.0","","0.0","","0.0","","1.0","","1.0","","198","","","","",""
