"Station Name","WHISTLER ROUNDHOUSE"
"Province","BRITISH COLUMBIA"
"Latitude","50.07"
"Longitude","-122.95"
"Elevation","1835.00"
"Climate Identifier","1108906"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2017-08-15","2017","08","15","†","13.0","","6.0","","9.5","","8.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-08-16","2017","08","16","†","13.0","","8.5","","10.8","","7.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-08-17","2017","08","17","†","14.0","","7.0","","10.5","","7.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-08-18","2017","08","18","†","10.0","","7.0","","8.5","","9.5","","0.0","","0.5","","0.0","","0.5","","0","","","","",""
"2017-08-19","2017","08","19","†","11.0","","5.0","","8.0","","10.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-08-20","2017","08","20","†","12.5","","7.5","","10.0","","8.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-08-21","2017","08","21","†","18.0","","8.5","","13.3","","4.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-08-22","2017","08","22","†","20.5","","13.5","","17.0","","1.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-08-23","2017","08","23","†","17.0","","11.0","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-08-24","2017","08","24","†","9.0","","5.0","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-08-25","2017","08","25","†","11.0","","4.0","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-08-26","2017","08","26","†","16.5","","7.0","","11.8","","6.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-08-27","2017","08","27","†","21.5","","13.0","","17.3","","0.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-08-28","2017","08","28","†","24.0","","14.0","","19.0","","0.0","","1.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-08-29","2017","08","29","†","21.5","","16.0","","18.8","","0.0","","0.8","","0.0","","0.0","","0.0","","0","","","","",""
"2017-08-30","2017","08","30","†","15.0","","11.0","","13.0","","5.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-08-31","2017","08","31","†","16.0","","7.0","","11.5","","6.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-09-01","2017","09","01","†","17.0","","9.0","","13.0","","5.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-09-02","2017","09","02","†","19.0","","13.0","","16.0","","2.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-09-03","2017","09","03","†","21.0","","14.0","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-09-04","2017","09","04","†","25.0","","12.5","","18.8","","0.0","","0.8","","0.0","","0.0","","0.0","","0","","","","",""
"2017-09-05","2017","09","05","†","22.5","","16.0","","19.3","","0.0","","1.3","","0.0","","0.0","","0.0","","0","","","","",""
"2017-09-06","2017","09","06","†","24.5","","19.0","","21.8","","0.0","","3.8","","0.0","","0.0","","0.0","","0","","","","",""
"2017-09-07","2017","09","07","†","19.5","","15.0","","17.3","","0.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-09-08","2017","09","08","†","11.5","","10.0","","10.8","","7.2","","0.0","","3.8","","0.0","","3.8","","0","","","","",""
"2017-09-09","2017","09","09","†","7.0","","2.5","","4.8","","13.2","","0.0","","9.6","","0.0","","9.6","","0","","","","",""
"2017-09-10","2017","09","10","†","9.5","","3.0","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-09-11","2017","09","11","†","14.0","","7.0","","10.5","","7.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-09-12","2017","09","12","†","10.0","","7.5","","8.8","","9.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-09-13","2017","09","13","†","9.0","","2.0","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-09-14","2017","09","14","†","11.5","","1.0","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-09-15","2017","09","15","†","12.0","","4.0","","8.0","","10.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-09-16","2017","09","16","†","11.0","","7.0","","9.0","","9.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-09-17","2017","09","17","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-18","2017","09","18","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-19","2017","09","19","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-20","2017","09","20","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-21","2017","09","21","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-22","2017","09","22","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-23","2017","09","23","†","8.5","","3.0","","5.8","","12.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2017-09-24","2017","09","24","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-25","2017","09","25","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-26","2017","09","26","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-27","2017","09","27","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-28","2017","09","28","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-29","2017","09","29","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-30","2017","09","30","†","2.0","","0.5","","1.3","","16.7","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"2017-10-01","2017","10","01","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-02","2017","10","02","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-03","2017","10","03","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-04","2017","10","04","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-05","2017","10","05","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-06","2017","10","06","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-07","2017","10","07","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-08","2017","10","08","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-09","2017","10","09","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-10","2017","10","10","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-11","2017","10","11","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-12","2017","10","12","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-13","2017","10","13","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-14","2017","10","14","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-15","2017","10","15","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-16","2017","10","16","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-17","2017","10","17","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-18","2017","10","18","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-19","2017","10","19","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-20","2017","10","20","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-21","2017","10","21","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-22","2017","10","22","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-23","2017","10","23","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-24","2017","10","24","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-25","2017","10","25","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-26","2017","10","26","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-27","2017","10","27","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-28","2017","10","28","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-29","2017","10","29","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-30","2017","10","30","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-31","2017","10","31","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-01","2017","11","01","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-02","2017","11","02","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-03","2017","11","03","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-04","2017","11","04","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-05","2017","11","05","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-06","2017","11","06","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-07","2017","11","07","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-08","2017","11","08","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-09","2017","11","09","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-10","2017","11","10","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-11","2017","11","11","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-12","2017","11","12","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-13","2017","11","13","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-14","2017","11","14","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-15","2017","11","15","†","-3.0","","-4.5","","-3.8","","21.8","","0.0","","0.0","","26.0","","26.0","","198","","","","",""
"2017-11-16","2017","11","16","†","-3.0","","-6.0","","-4.5","","22.5","","0.0","","0.0","","32.0","","32.0","","188","","","","",""
"2017-11-17","2017","11","17","†","-3.5","","-8.0","","-5.8","","23.8","","0.0","","0.0","","1.0","","1.0","","179","","","","",""
"2017-11-18","2017","11","18","†","-2.5","","-7.5","","-5.0","","23.0","","0.0","","0.0","","22.2","","22.2","","167","","","","",""
"2017-11-19","2017","11","19","†","-2.5","","-5.0","","-3.8","","21.8","","0.0","","0.0","","54.0","","54.0","","176","","","","",""
"2017-11-20","2017","11","20","†","0.0","","-5.0","","-2.5","","20.5","","0.0","","0.0","","0.0","","0.0","","205","","","","",""
"2017-11-21","2017","11","21","†","5.5","","-5.5","","0.0","","18.0","","0.0","","31.0","","4.0","","35.0","","188","","","","",""
"2017-11-22","2017","11","22","†","8.0","","4.0","","6.0","","12.0","","0.0","","40.0","","2.0","","42.0","","170","","","","",""
"2017-11-23","2017","11","23","†","-0.5","","-2.0","","-1.3","","19.3","","0.0","","0.0","","123.0","","123.0","","124","","","","",""
"2017-11-24","2017","11","24","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-25","2017","11","25","†","-2.5","","-4.0","","-3.3","","21.3","","0.0","","30.0","","9.0","","39.0","","131","","","","",""
"2017-11-26","2017","11","26","†","","M","-4.0","","","M","","M","","M","10.0","","5.0","","15.0","","130","","","","",""
"2017-11-27","2017","11","27","†","-5.0","","-7.0","","-6.0","","24.0","","0.0","","0.0","","7.0","","7.0","","128","","","","",""
"2017-11-28","2017","11","28","†","-4.5","","-6.0","","-5.3","","23.3","","0.0","","0.0","","9.0","","9.0","","132","","","","",""
"2017-11-29","2017","11","29","†","-1.5","","-6.0","","-3.8","","21.8","","0.0","","0.0","","9.0","","9.0","","136","","","","",""
"2017-11-30","2017","11","30","†","-3.0","","-4.0","","-3.5","","21.5","","0.0","","0.0","","9.0","","9.0","","143","","","","",""
"2017-12-01","2017","12","01","†","-3.5","","-6.0","","-4.8","","22.8","","0.0","","0.0","","17.0","","17.0","","149","","","","",""
"2017-12-02","2017","12","02","†","-4.0","","-6.5","","-5.3","","23.3","","0.0","","0.0","","6.0","","6.0","","159","","","","",""
"2017-12-03","2017","12","03","†","-3.5","","-10.0","","-6.8","","24.8","","0.0","","0.0","","0.0","","0.0","","162","","","","",""
"2017-12-04","2017","12","04","†","-2.5","","-10.0","","-6.3","","24.3","","0.0","","0.0","","0.0","","0.0","","153","","","","",""
"2017-12-05","2017","12","05","†","4.5","","-5.0","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","149","","","","",""
"2017-12-06","2017","12","06","†","9.5","","-1.0","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","146","","","","",""
"2017-12-07","2017","12","07","†","10.5","","1.5","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","144","","","","",""
"2017-12-08","2017","12","08","†","7.5","","0.0","","3.8","","14.2","","0.0","","0.0","","0.0","","0.0","","142","","","","",""
"2017-12-09","2017","12","09","†","6.5","","4.0","","5.3","","12.7","","0.0","","0.0","","0.0","","0.0","","141","","","","",""
"2017-12-10","2017","12","10","†","11.5","","2.5","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","138","","","","",""
"2017-12-11","2017","12","11","†","11.5","","5.0","","8.3","","9.7","","0.0","","0.0","","0.0","","0.0","","137","","","","",""
"2017-12-12","2017","12","12","†","3.0","","-0.5","","1.3","","16.7","","0.0","","0.0","","0.0","","0.0","","136","","","","",""
"2017-12-13","2017","12","13","†","5.5","","-3.5","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","136","","","","",""
"2017-12-14","2017","12","14","†","8.0","","0.5","","4.3","","13.7","","0.0","","0.0","","2.0","","2.0","","136","","","","",""
"2017-12-15","2017","12","15","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-16","2017","12","16","†","-2.0","","-7.0","","-4.5","","22.5","","0.0","","0.0","","2.0","","2.0","","139","","","","",""
"2017-12-17","2017","12","17","†","-0.5","","-6.0","","-3.3","","21.3","","0.0","","0.0","","12.0","","12.0","","141","","","","",""
"2017-12-18","2017","12","18","†","-5.0","","-6.0","","-5.5","","23.5","","0.0","","0.0","","4.0","","4.0","","148","","","","",""
"2017-12-19","2017","12","19","†","-7.5","","-9.0","","-8.3","","26.3","","0.0","","0.0","","16.0","","16.0","","151","","","","",""
"2017-12-20","2017","12","20","†","-2.0","","-14.0","","-8.0","","26.0","","0.0","","0.0","","0.0","","0.0","","163","","","","",""
"2017-12-21","2017","12","21","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-22","2017","12","22","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-23","2017","12","23","†","-5.5","","-16.5","","-11.0","","29.0","","0.0","","0.0","","0.0","","0.0","","158","","","","",""
"2017-12-24","2017","12","24","†","-3.0","","-13.0","","-8.0","","26.0","","0.0","","0.0","","3.0","","3.0","","157","","","","",""
"2017-12-25","2017","12","25","†","-6.0","","-9.5","","-7.8","","25.8","","0.0","","0.0","","0.0","T","0.0","T","158","","","","",""
"2017-12-26","2017","12","26","†","-7.0","","-12.0","","-9.5","","27.5","","0.0","","0.0","","2.0","","2.0","","157","","","","",""
"2017-12-27","2017","12","27","†","-3.5","","-10.5","","-7.0","","25.0","","0.0","","0.0","","10.0","","10.0","","157","","","","",""
"2017-12-28","2017","12","28","†","-2.0","","-7.5","","-4.8","","22.8","","0.0","","0.0","","18.0","","18.0","","163","","","","",""
"2017-12-29","2017","12","29","†","-2.5","","-5.0","","-3.8","","21.8","","0.0","","0.0","","26.0","","26.0","","176","","","","",""
"2017-12-30","2017","12","30","†","-4.0","","-11.0","","-7.5","","25.5","","0.0","","0.0","","0.0","T","0.0","T","200","","","","",""
"2017-12-31","2017","12","31","†","2.0","","-12.5","","-5.3","","23.3","","0.0","","0.0","","0.0","","0.0","","193","","","","",""
