age,bmi,female,footwear,group,injury,mf_d,mf_di,mf_ti,max,sprint,mf_s,time_hrs
45,23.45083618,0,1,3,1,42195,4,10963,65,1,3.8488552403539176,3.0452777777777778
34,26.42340279,0,2,3,2,42195,3,11790,68,1,3.578880407124682,3.275
56,22.41187286,0,2,2,1,42195,3,10906,80,1,3.8689712085090777,3.0294444444444446
37,25.92195129,1,2,2,3,42195,3,17281,40,0,2.441698975753718,4.800277777777778
40,28.13294601,0,2,3,1,42195,3,14355,70,1,2.9393939393939394,3.9875
64,21.2037735,1,2,2,1,42195,2,15000,17,0,2.813,4.166666666666667
49,26.61252975,0,2,1,1,42195,2,15587,51,1,2.707063578623212,4.329722222222222
24,21.51694489,1,2,2,1,42195,3,12830,50,0,3.2887763055339048,3.563888888888889
55,26.6554451,0,1,3,3,42195,2,16410,41,0,2.5712979890310788,4.558333333333334
35,31.56565857,0,2,1,3,42195,2,16500,65,1,2.557272727272727,4.583333333333333
37,25.68181801,0,2,2,3,42195,4,20100,35,0,2.0992537313432837,5.583333333333333
32,23.67722511,0,1,2,1,42195,4,13162,46,1,3.2058197842273213,3.656111111111111
30,22.68170738,1,2,1,1,42195,3,12753,51,1,3.308633262761703,3.5425
40,24.93506622,0,2,2,1,42195,3,13405,65,0,3.147706079820962,3.723611111111111
33,26.37486076,0,2,3,1,42195,2,14822,45,0,2.8467818108217515,4.117222222222222
26,25.85858536,0,1,2,2,42195,2,16506,45,1,2.5563431479462015,4.585
49,22.68170738,1,2,1,2,42195,3,18420,33,0,2.29071661237785,5.116666666666666
34,21.17267418,0,1,2,2,42195,3,10530,72,1,4.007122507122507,2.925
47,21.39037323,1,2,3,1,42195,2,15000,40,1,2.813,4.166666666666667
27,27.52437782,0,1,1,2,42195,4,12426,45,0,3.395702559150169,3.4516666666666667
35,25.24751663,1,2,1,3,42195,3,13079,52,1,3.2261640798226163,3.6330555555555555
46,23.84960938,0,2,2,1,42195,2,11913,50,0,3.5419289851422815,3.309166666666667
55,24.0420742,0,2,2,1,42195,3,12741,70,1,3.3117494702142687,3.5391666666666666
38,24.85058212,1,2,2,2,42195,4,13210,65,0,3.1941710825132477,3.6694444444444443
60,32.40740967,0,2,1,1,42195,3,18730,50,0,2.252802989855846,5.202777777777778
36,23.45410728,1,1,1,2,42195,3,17077,30,0,2.470867248345728,4.743611111111111
53,21.70465088,1,2,2,1,42195,3,16500,50,1,2.557272727272727,4.583333333333333
32,24.64646339,1,2,3,1,42195,4,17149,40,0,2.460493323225844,4.7636111111111115
32,23.82998085,1,2,3,3,42195,3,14379,28,1,2.934487794700605,3.9941666666666666
51,26.56771851,0,2,3,1,42195,3,14745,43,0,2.861648016276704,4.095833333333333
41,24.54295158,0,1,1,1,42195,3,9960,100,1,4.23644578313253,2.7666666666666666
49,20.89957428,1,2,3,2,42195,3,12363,67,1,3.4130065518078134,3.434166666666667
55,24.37873268,0,2,1,2,42195,3,12180,33,0,3.4642857142857144,3.3833333333333333
34,24.23761749,0,2,2,2,42195,4,15610,44,0,2.7030749519538757,4.336111111111111
47,21.38588142,0,2,2,2,42195,3,9827,60,1,4.293782436145314,2.729722222222222
46,24.69135857,0,2,1,3,42195,3,17820,40,0,2.3678451178451176,4.95
26,23.37423897,0,2,2,1,42195,4,14820,30,0,2.847165991902834,4.116666666666666
43,23.06619835,0,1,3,1,42195,3,13105,73,0,3.2197634490652423,3.6402777777777775
26,21.96660423,0,2,3,1,42195,3,11160,40,1,3.7809139784946235,3.1
28,23.45410728,1,2,2,1,42195,4,13396,50,0,3.1498208420424008,3.7211111111111115
48,20.25152397,1,2,1,1,42195,3,15840,45,1,2.663825757575758,4.4
53,22.68170738,0,2,2,1,42195,3,11507,64,0,3.666898409663683,3.196388888888889
45,23.2189579,0,2,2,1,42195,4,11470,50,0,3.678727114210985,3.186111111111111
40,23.61009026,0,2,2,1,42195,4,10627,85,1,3.9705467206172957,2.9519444444444445
59,23.24191475,0,2,2,1,42195,3,14785,56,1,2.8539059857964153,4.106944444444444
24,21.98859215,1,1,3,1,42195,4,15284,20,0,2.760730175346768,4.245555555555556
46,25.05050468,1,2,2,1,42195,4,13720,55,1,3.0754373177842567,3.811111111111111
55,21.30681801,1,1,1,2,42195,2,13506,54,1,3.124167036872501,3.7516666666666665
33,22.68170738,1,2,3,3,42195,2,19307,32,1,2.1854767700833895,5.363055555555556
31,20.03506279,0,2,1,1,42195,3,9414,110,1,4.482154238368388,2.615
40,27.15151405,0,2,2,1,42195,2,17623,21,1,2.3943142484253532,4.895277777777777
36,23.67722511,0,1,3,1,42195,3,14712,20.60000038,1,2.8680668841761827,4.086666666666667
38,20.63082695,0,2,2,1,42195,3,13142,52,1,3.2106985238167707,3.6505555555555556
41,23.79261398,0,2,2,1,42195,4,9801,80,1,4.305172941536578,2.7224999999999997
47,23.49176788,0,2,3,1,42195,4,10588,55,0,3.9851718927087267,2.9411111111111112
49,26.27408218,0,2,2,1,42195,4,12516,44,0,3.3712847555129435,3.4766666666666666
27,20.65626717,1,2,3,1,42195,3,12545,40,0,3.363491430848944,3.4847222222222225
45,25.96857071,0,2,3,1,42195,3,13973,30,0,3.0197523795892076,3.8813888888888886
36,20.03506279,1,2,3,2,42195,2,15722,60,1,2.683818852563287,4.367222222222223
39,24.44100571,0,1,1,2,42195,3,13565,33,1,3.110578695171397,3.7680555555555557
27,22.51829529,0,2,1,2,42195,4,10846,61,1,3.890374331550802,3.012777777777778
47,25.92195129,0,2,3,1,42195,2,14045,65,0,3.0042719829120683,3.901388888888889
33,22.86756706,0,2,3,1,42195,2,15294,43,1,2.7589250686543743,4.248333333333333
31,26.93602562,1,1,3,1,42195,3,14109,45,0,2.990644269615139,3.919166666666667
46,21.04377174,0,2,2,1,42195,2,11492,60,1,3.6716846501914375,3.192222222222222
42,29.09090996,0,2,1,1,42195,2,12613,25,0,3.3453579640053914,3.5036111111111112
49,24.48979568,0,2,2,1,42195,3,13080,100,0,3.2259174311926606,3.6333333333333333
31,22.26345062,0,2,3,2,42195,3,11090,70,1,3.8047790802524797,3.0805555555555557
40,25.24751663,0,2,3,3,42195,2,15600,60,1,2.7048076923076922,4.333333333333333
48,25.81369209,0,2,2,2,42195,3,13835,56,1,3.049873509215757,3.843055555555556
30,21.38588142,1,2,2,1,42195,4,17970,25,0,2.3480801335559267,4.991666666666666
67,28.05836296,0,2,3,1,42195,2,21600,40,0,1.9534722222222223,6
33,21.640728,1,1,1,1,42195,2,14043,35,1,3.0046998504593034,3.9008333333333334
35,20.31658554,0,2,3,3,42195,3,10424,63,1,4.047870299309286,2.895555555555555
42,24.04452515,0,2,1,1,42195,3,13680,100,0,3.0844298245614037,3.8
51,32.36148453,1,2,1,2,42195,3,22333,42,0,1.8893565575605606,6.203611111111111
37,23.88304138,0,1,1,1,42195,3,11987,40,1,3.5200634020188537,3.3297222222222222
33,18.32382584,1,2,3,1,42195,4,11966,50,0,3.5262410162126026,3.323888888888889
25,21.5213356,0,1,3,1,42195,2,12300,70,1,3.430487804878049,3.4166666666666665
54,21.87164688,1,2,2,1,42195,4,14306,51,1,2.9494617642947016,3.973888888888889
34,25.74573708,0,2,1,1,42195,4,13185,45,0,3.200227531285552,3.6625
39,22.36208534,0,1,1,1,42195,3,10922,54,0,3.863303424281267,3.033888888888889
32,22.72727203,1,2,3,1,42195,4,14700,55,1,2.870408163265306,4.083333333333333
45,21.97979736,0,2,3,2,42195,4,11017,70,0,3.829990015430698,3.060277777777778
34,23.5923233,1,2,2,2,42195,3,16151,30,0,2.612531731781314,4.4863888888888885
37,24.1301918,0,2,1,1,42195,3,14096,30,0,2.9934023836549377,3.9155555555555557
49,19.53418541,1,1,3,1,42195,2,13767,76,1,3.0649378949662234,3.8241666666666663
70,24.30183029,0,2,2,1,42195,2,17706,42,1,2.383090477804134,4.918333333333334
38,22.53944397,1,2,2,1,42195,3,15480,30,0,2.72577519379845,4.3
32,23.14814949,0,2,1,1,42195,3,12540,45,0,3.3648325358851676,3.4833333333333334
36,25.25252724,0,1,3,1,42195,2,15060,28,0,2.801792828685259,4.183333333333334
38,22.91344261,0,2,1,1,42195,4,14040,37,1,3.0053418803418803,3.9
33,22.72154427,1,2,3,1,42195,3,16877,35,0,2.50014813059193,4.688055555555556
35,18.84972191,1,2,2,1,42195,3,11002,75,1,3.8352117796764227,3.0561111111111114
45,27.5420742,0,2,2,1,42195,2,15720,50,1,2.6841603053435112,4.366666666666666
39,22.36208534,0,2,2,2,42195,4,11708,20,1,3.6039460198155107,3.252222222222222
33,23.49176788,1,2,3,2,42195,2,11580,50,1,3.643782383419689,3.216666666666667
35,22.70362473,1,1,3,1,42195,3,15028,50,1,2.8077588501463935,4.174444444444444
41,24.27048302,0,2,3,1,42195,4,11604,80,1,3.636246122026887,3.2233333333333336
47,23.20066833,0,2,2,2,42195,3,12840,3,1,3.286214953271028,3.566666666666667
43,20.86985588,1,1,2,2,42195,2,17927,38.5,1,2.353712277570146,4.979722222222223
43,22.80591202,0,2,2,1,42195,4,11510,55,1,3.6659426585577757,3.1972222222222224
44,31.16883087,0,2,3,1,42195,3,14942,45,1,2.8239191540623745,4.150555555555555
35,22.01950264,1,2,1,2,42195,4,13090,38,1,3.2234530175706646,3.636111111111111
38,19.24001694,1,2,1,1,42195,4,14107,55,1,2.99106826398242,3.9186111111111113
31,23.00556564,0,2,2,2,42195,2,14314,55,1,2.9478133296073774,3.976111111111111
23,21.51694489,1,2,3,1,42195,4,10991,73,1,3.8390501319261214,3.0530555555555554
35,19.64085388,0,2,2,1,42195,3,13111,52,1,3.2182899855083518,3.641944444444445
34,20.89263725,1,1,2,1,42195,4,11880,45,0,3.551767676767677,3.3
32,21.87164688,1,2,2,2,42195,2,12700,70,1,3.32244094488189,3.5277777777777777
46,25.21212006,0,2,2,2,42195,2,13320,42,1,3.1677927927927927,3.7
27,21.06158638,0,2,3,3,42195,4,10905,55,0,3.869325997248968,3.029166666666667
24,21.74523163,0,2,2,3,42195,2,11520,45,1,3.6627604166666665,3.2
43,20.63079834,0,1,1,1,42195,3,11363,48,1,3.713367948605122,3.156388888888889
34,23.67722511,1,2,2,1,42195,3,19516,40,1,2.1620721459315435,5.421111111111111
30,26.71614075,0,2,3,1,42195,4,11620,30,0,3.6312392426850257,3.2277777777777774
38,23.5923233,0,2,3,2,42195,3,12120,55,0,3.4814356435643563,3.3666666666666667
51,23.84960938,0,1,3,1,42195,4,12648,58,1,3.336100569259962,3.5133333333333336
46,23.74768066,0,1,2,2,42195,4,12930,80,1,3.2633410672853826,3.591666666666667
32,22.80591202,1,2,1,2,42195,3,15473,62,1,2.7270083371033413,4.298055555555555
54,29.26304436,1,2,2,1,42195,2,15840,54,0,2.663825757575758,4.4
24,19.47665596,0,2,2,1,42195,3,12432,45,1,3.3940637065637067,3.453333333333333
69,23.06619835,0,2,1,2,42195,2,14460,45,1,2.91804979253112,4.016666666666667
40,22.35768318,1,2,1,2,42195,3,15922,55,1,2.650106770506218,4.422777777777778
52,25.32242584,0,2,2,1,42195,2,14275,43,0,2.955866900175131,3.9652777777777777
36,20.91937065,0,2,3,1,42195,3,9398,90,1,4.489785060651203,2.6105555555555555
48,25.24778557,0,2,2,1,42195,4,12059,55,1,3.499046355419189,3.349722222222222
45,24.55106735,0,2,2,1,42195,2,13392,42,0,3.1507616487455197,3.7199999999999998
28,20.86985588,1,1,1,1,42195,3,14768,40,0,2.857191224268689,4.102222222222222
49,22.3776226,1,1,1,1,42195,2,12275,74,1,3.4374745417515276,3.4097222222222223
40,20.03710556,0,1,1,1,42195,3,10600,80,0,3.9806603773584905,2.944444444444444
56,23.52446938,0,1,3,1,42195,3,12663,65,1,3.332148779909974,3.5175
25,21.66193008,1,2,3,1,42195,2,12247,50,0,3.445333551073732,3.4019444444444447
35,20.65626717,1,2,2,3,42195,3,14465,40,0,2.9170411337711717,4.018055555555556
39,22.35768318,0,2,3,2,42195,2,11334,55,1,3.722869242985707,3.1483333333333334
38,23.14814949,0,2,1,2,42195,3,11780,50,1,3.581918505942275,3.2722222222222226
29,20.13986015,1,2,1,2,42195,3,13413,45,1,3.145828673674793,3.7258333333333336
42,25.97402573,0,2,3,3,42195,3,16500,35,0,2.557272727272727,4.583333333333333
44,22.33406639,0,2,2,2,42195,2,10685,70,1,3.9489939167056622,2.968055555555556
37,22.56029701,0,1,2,1,42195,3,13502,45,1,3.1250925788772035,3.7505555555555556
29,24.48979568,0,2,2,1,42195,3,11011,55,1,3.8320770138951956,3.0586111111111114
44,24.20903206,0,1,2,1,42195,4,10913,43,1,3.8664895079263264,3.031388888888889
33,21.51694489,1,1,3,2,42195,4,12510,55,1,3.3729016786570742,3.475
27,19.44146538,0,2,1,2,42195,3,9540,90,1,4.422955974842767,2.65
35,20.73756218,1,2,3,1,42195,2,12496,55,1,3.376680537772087,3.4711111111111115
43,25.81369209,0,2,1,1,42195,3,13989,40,1,3.016298520265923,3.8858333333333333
40,17.84652138,0,2,3,1,42195,4,12518,60,1,3.370746125579166,3.477222222222222
38,25.24751663,0,2,3,1,42195,3,12510,55,1,3.3729016786570742,3.475
28,22.68170738,1,2,3,1,42195,2,12510,65,1,3.3729016786570742,3.475
37,22.80591202,0,2,3,1,42195,3,10920,50,1,3.864010989010989,3.033333333333333
36,21.51694489,1,2,2,1,42195,3,11400,35,0,3.7013157894736843,3.1666666666666665
37,27.20981216,0,1,3,2,42195,2,12424,50,0,3.396249195106246,3.451111111111111
44,22.57785988,0,2,3,1,42195,2,12823,50,1,3.2905716291039537,3.5619444444444444
43,22.60793114,0,2,3,1,42195,2,16160,20,0,2.611076732673267,4.488888888888889
35,19.27918243,1,1,3,1,42195,3,11940,65,1,3.5339195979899496,3.316666666666667
22,21.87164688,1,2,1,1,42195,4,12065,62,1,3.4973062577704104,3.351388888888889
53,23.37171364,0,2,1,1,42195,2,12430,75,1,3.3946098149637973,3.4527777777777775
52,21.03681564,1,2,2,2,42195,4,12578,57,1,3.354666878677055,3.493888888888889
36,22.14966202,1,1,3,3,42195,4,14040,45,0,3.0053418803418803,3.9
44,23.49176788,0,2,3,2,42195,2,11524,21,0,3.661489066296425,3.201111111111111
40,22.86775398,1,2,2,1,42195,2,16440,36,1,2.5666058394160585,4.566666666666666
30,21.37924576,1,1,3,1,42195,2,12180,63,1,3.4642857142857144,3.3833333333333333
45,21.38588142,0,1,2,1,42195,3,10875,82,1,3.88,3.0208333333333335
34,22.51829529,0,2,2,1,42195,2,9533,85,1,4.426203713416553,2.6480555555555556
29,21.38588142,0,1,1,3,42195,2,9877,90,1,4.272046167864736,2.7436111111111114
39,21.37291145,0,2,1,2,42195,3,9601,130,1,4.3948547026351426,2.666944444444445
46,20.41903305,1,2,3,1,42195,4,12837,84,1,3.286982939939238,3.565833333333333
34,21.87164688,1,1,1,2,42195,3,12255,46,0,3.4430844553243576,3.404166666666667
34,25.66305733,0,2,1,2,42195,3,14820,35,0,2.847165991902834,4.116666666666666
38,27.41159058,0,2,2,3,42195,4,18026,18,0,2.34078553200932,5.0072222222222225
32,24.5955925,1,1,3,1,42195,2,12835,58,1,3.287495130502532,3.5652777777777778
32,25.8121376,0,2,2,2,42195,2,14459,43,0,2.9182516079950203,4.016388888888889
31,25.75936508,0,2,2,1,42195,4,13025,50,1,3.239539347408829,3.618055555555556
40,22.26345062,0,1,3,1,42195,3,8657,125,1,4.874090331523623,2.404722222222222
40,25.20478821,0,1,3,1,42195,3,13585,40,1,3.1059992638940006,3.773611111111111
32,23.49176788,0,2,3,1,42195,3,13087,50,1,3.2241919462061586,3.635277777777778
44,22.79490089,0,2,2,1,42195,3,13456,70,1,3.1357758620689653,3.737777777777778
44,23.5923233,0,2,1,1,42195,4,11985,45,0,3.520650813516896,3.3291666666666666
28,24.97483635,0,2,2,1,42195,3,11200,67,0,3.7674107142857145,3.111111111111111
31,23.84960938,0,2,2,3,42195,4,14160,50,0,2.979872881355932,3.933333333333333
37,21.07580948,1,2,3,2,42195,3,13812,48,1,3.054952215464813,3.8366666666666664
26,24.73716545,1,1,1,2,42195,2,14668,43,0,2.8766703026997544,4.0744444444444445
56,25.47970772,0,1,2,2,42195,3,14650,40,0,2.8802047781569966,4.069444444444445
28,21.70963478,1,2,1,1,42195,2,12153,40,1,3.4719822266107134,3.3758333333333335
26,23.2189579,0,2,2,1,42195,2,10087,105,1,4.183106969366511,2.8019444444444446
29,22.0333519,1,2,1,1,42195,2,12352,46,1,3.4160459844559585,3.4311111111111114
29,22.03732109,0,2,2,1,42195,3,9392,40,1,4.4926533219761495,2.608888888888889
36,23.00573349,0,2,2,1,42195,2,10473,75,0,4.028931538241191,2.9091666666666667
32,24.96845627,0,2,3,2,42195,2,13131,50,1,3.213388165410098,3.6475
34,23.16774559,1,2,1,1,42195,4,14268,44,0,2.957317073170732,3.9633333333333334
25,21.91380501,0,2,1,1,42195,3,10021,55,1,4.2106576190000995,2.7836111111111115
48,23.74768066,0,2,3,3,42195,2,15840,26,0,2.663825757575758,4.4
35,24.04452515,0,2,3,1,42195,3,10861,74,0,3.8850013810882977,3.016944444444445
49,20.522686,1,2,2,1,42195,4,13020,65,0,3.2407834101382487,3.6166666666666667
49,23.27272797,0,3,1,1,42195,3,15873,20,1,2.6582876582876582,4.409166666666667
29,24.22145271,0,2,1,3,42195,4,12225,60,1,3.4515337423312884,3.3958333333333335
38,22.26345062,0,1,3,2,42195,3,11220,70,1,3.7606951871657754,3.1166666666666667
43,24.57002449,0,2,3,1,42195,3,11762,90,1,3.5874001020234654,3.2672222222222222
42,22.16610718,0,2,3,2,42195,2,10522,65,1,4.010169169359437,2.9227777777777777
28,28.40193176,1,2,2,1,42195,3,16800,40,0,2.5116071428571427,4.666666666666667
26,20.03710556,0,1,1,1,42195,3,10822,65,0,3.8990020328959525,3.006111111111111
27,23.84337807,1,1,2,2,42195,2,11145,83,1,3.7860026917900402,3.095833333333333
25,20.47117615,0,2,3,2,42195,3,10560,105,1,3.9957386363636362,2.933333333333333
31,21.03681564,1,2,1,1,42195,2,12500,51,0,3.3756,3.4722222222222223
32,22.91344261,0,2,1,1,42195,2,10349,64,1,4.077205527104068,2.874722222222222
35,26.69023323,0,2,3,1,42195,3,15000,50,1,2.813,4.166666666666667
31,21.07240105,1,2,3,1,42195,4,12500,60,1,3.3756,3.4722222222222223
38,28.11374855,0,2,1,1,42195,3,16280,55,0,2.591830466830467,4.522222222222222
46,27.03786278,0,2,2,1,42195,3,14378,40,1,2.934691890388093,3.993888888888889
28,22.3776226,1,2,3,1,42195,4,11835,55,1,3.565272496831432,3.2875
66,20.76318932,0,2,1,1,42195,3,18930,60,1,2.229001584786054,5.258333333333334
44,23.42873192,0,2,2,1,42195,4,15310,49,0,2.756041802743305,4.252777777777777
24,20.19801331,0,2,1,1,42195,4,9130,86,1,4.62157721796276,2.536111111111111
30,23.97016907,1,2,2,3,42195,3,17827,25,0,2.36691535311606,4.951944444444445
28,21.640728,0,2,2,2,42195,4,8242,130,1,5.11950982771172,2.2894444444444444
30,23.5923233,1,2,1,1,42195,4,15496,70,1,2.7229607640681466,4.304444444444444
33,23.93687057,0,2,1,2,42195,4,8797,104,1,4.79652154143458,2.443611111111111
31,23.24191475,0,2,3,1,42195,2,14460,50,1,2.91804979253112,4.016666666666667
28,24.85058212,0,1,2,1,42195,3,14161,50,1,2.979662453216581,3.9336111111111114
36,23.5923233,0,1,1,2,42195,4,10050,70,1,4.1985074626865675,2.7916666666666665
55,22.56029701,0,2,1,1,42195,2,11940,60,1,3.5339195979899496,3.316666666666667
38,23.90596962,0,2,1,3,42195,2,13468,55,0,3.132981882981883,3.741111111111111
49,23.84960938,0,2,3,1,42195,3,11998,44,1,3.5168361393565593,3.332777777777778
29,25.74573708,1,2,2,1,42195,3,20430,33,0,2.065345080763583,5.675
35,22.72189331,1,2,3,2,42195,2,13072,70,1,3.227891676866585,3.631111111111111
40,24.30183029,1,2,3,2,42195,4,14750,55,1,2.860677966101695,4.097222222222222
23,17.7299614,0,2,2,2,42195,3,9780,50,0,4.314417177914111,2.716666666666667
36,22.0385685,0,2,1,1,42195,2,11395,97,1,3.702939885914875,3.1652777777777774
36,23.03030205,1,1,1,1,42195,2,12291,54,1,3.432999755918965,3.4141666666666666
49,23.3258419,0,1,3,1,42195,4,10701,62,0,3.9430894308943087,2.9724999999999997
43,24.3044014,0,2,2,1,42195,3,11593,65,1,3.6396963684982317,3.220277777777778
36,32.05936813,0,1,1,3,42195,3,15600,45,1,2.7048076923076922,4.333333333333333
34,23.2491684,0,1,1,2,42195,3,13320,50,0,3.1677927927927927,3.7
30,22.57785988,0,1,2,1,42195,3,11040,100,1,3.8220108695652173,3.066666666666667
35,22.01950264,1,1,1,1,42195,3,12546,55,1,3.363223338115734,3.485
28,23.08344269,0,1,3,1,42195,3,13320,46,0,3.1677927927927927,3.7
30,20.03506279,1,2,1,3,42195,2,12996,45,0,3.246768236380425,3.61
39,21.38588142,0,1,1,2,42195,4,11462,70,1,3.6812947129645788,3.1838888888888888
31,22.68170738,1,2,1,1,42195,2,12204,60,0,3.457472959685349,3.39
46,19.64085388,0,1,1,1,42195,3,9838,70,1,4.28898150030494,2.7327777777777778
48,20.20202065,0,1,3,1,42195,3,10020,70,1,4.211077844311378,2.783333333333333
48,20.76124382,1,2,1,1,42195,2,12072,55,1,3.4952783300198806,3.353333333333333
32,25.89813232,0,2,2,1,42195,3,12075,57,1,3.4944099378881988,3.3541666666666665
45,26.6554451,0,2,2,3,42195,2,15600,29,0,2.7048076923076922,4.333333333333333
33,20.92764473,0,2,3,3,42195,3,10719,80,0,3.936467954100196,2.9775
35,19.67647552,1,2,2,3,42195,2,11160,20,1,3.7809139784946235,3.1
34,19.44146538,0,2,1,1,42195,3,10485,44,1,4.024320457796852,2.9125
54,22.33406639,1,1,3,1,42195,3,12649,65,0,3.335836825045458,3.513611111111111
32,26.16460609,1,1,3,1,42195,3,19200,45,1,2.19765625,5.333333333333333
42,28.2599144,0,2,3,1,42195,2,21180,40,0,1.9922096317280453,5.883333333333334
29,31.14186668,0,2,3,1,42195,2,13560,50,0,3.1117256637168142,3.7666666666666666
37,24.22145271,0,2,1,2,42195,4,10558,65,0,3.996495548399318,2.932777777777778
44,18.87354088,1,1,1,1,42195,2,10077,104,1,4.187258112533492,2.7991666666666664
27,21.30681801,1,2,2,2,42195,3,15965,35,0,2.6429689946758534,4.434722222222222
33,19.88636398,1,2,2,1,42195,2,11341,60,0,3.7205713781853453,3.150277777777778
41,23.74960518,0,2,3,1,42195,3,13680,50,0,3.0844298245614037,3.8
29,22.26345062,0,2,2,2,42195,4,10853,65,1,3.8878651064221876,3.0147222222222223
33,24.20903206,0,2,1,1,42195,2,12060,58,1,3.4987562189054726,3.35
34,23.04032135,0,2,2,2,42195,4,12197,60,1,3.459457243584488,3.3880555555555554
30,21.25563812,1,1,1,1,42195,4,13020,40,1,3.2407834101382487,3.6166666666666667
58,21.04377174,0,2,3,2,42195,2,10936,53,1,3.8583577176298465,3.037777777777778
31,23.00573349,1,2,3,1,42195,2,12731,35,1,3.3143507972665147,3.536388888888889
32,20.03710556,0,2,1,1,42195,4,11031,30,0,3.8251291813978785,3.0641666666666665
42,24.6258564,0,1,3,1,42195,4,11043,58,1,3.8209725618038575,3.0675000000000003
37,20.62209892,0,2,1,1,42195,4,10512,80,1,4.01398401826484,2.92
37,22.14966202,0,2,3,1,42195,3,10576,100,1,3.989693645990923,2.937777777777778
34,24.44100571,0,2,2,3,42195,2,10487,70,1,4.023552970344236,2.9130555555555557
37,24.52615929,0,2,3,1,42195,3,11262,75,0,3.7466702184336707,3.128333333333333
40,23.00556564,0,2,3,1,42195,3,14940,48,1,2.82429718875502,4.15
21,21.24975014,0,2,3,2,42195,4,12300,45,0,3.430487804878049,3.4166666666666665
28,23.56902504,0,2,2,2,42195,2,13680,60,0,3.0844298245614037,3.8
22,25.68033028,0,2,3,1,42195,4,16330,23,0,2.583894672382119,4.536111111111111
27,25.23191071,1,2,2,2,42195,2,14700,45,0,2.870408163265306,4.083333333333333
30,23.37423897,1,2,3,1,42195,4,13530,60,0,3.1186252771618626,3.7583333333333333
29,25.16514397,0,2,2,2,42195,2,12508,60,0,3.3734409977614326,3.4744444444444444
25,22.51829529,0,1,3,1,42195,3,8447,125,1,4.995264590979046,2.346388888888889
30,23.91919327,0,1,1,1,42195,4,13392,40,0,3.1507616487455197,3.7199999999999998
35,20.24147606,1,2,1,1,42195,2,10610,65,0,3.976908576814326,2.9472222222222224
32,19.37938118,0,3,2,1,42195,3,12158,35,0,3.4705543674946537,3.377222222222222
35,22.91344261,0,1,2,2,42195,4,11100,80,1,3.8013513513513515,3.0833333333333335
41,19.74053955,1,2,3,1,42195,3,12713,70,0,3.3190434987807755,3.531388888888889
29,27.4961338,1,2,1,1,42195,3,18180,30,0,2.320957095709571,5.05
34,25.25252724,0,2,2,1,42195,4,10550,65,1,3.999526066350711,2.930555555555556
31,22.31223869,0,2,1,1,42195,4,12084,59,1,3.4918073485600796,3.356666666666667
41,26.7320137,0,2,1,1,42195,4,11294,64,1,3.736054542234815,3.137222222222222
29,25.20478821,0,2,2,3,42195,4,13080,40,0,3.2259174311926606,3.6333333333333333
24,22.36208534,0,2,3,2,42195,4,15042,35,0,2.805145592341444,4.178333333333333
36,21.38588142,1,1,1,1,42195,2,17310,40,0,2.4376083188908146,4.808333333333334
35,29.21779823,1,2,3,3,42195,2,19545,26,1,2.1588641596316194,5.429166666666666
26,21.46464729,0,2,2,1,42195,4,11301,62,0,3.7337403769577913,3.1391666666666667
60,22.44668961,0,2,1,1,42195,2,13890,40,1,3.037796976241901,3.8583333333333334
35,22.91344261,0,1,2,2,42195,3,12900,40,1,3.2709302325581397,3.5833333333333335
41,23.67722511,0,2,1,1,42195,4,11100,60,1,3.8013513513513515,3.0833333333333335
26,22.19460106,1,2,2,1,42195,3,15600,37,1,2.7048076923076922,4.333333333333333
49,23.45083618,0,2,3,1,42195,3,11936,50,1,3.535103887399464,3.3155555555555556
36,28.40909004,1,2,3,2,42195,3,19827,43,0,2.128158571644727,5.507499999999999
37,20.55757523,0,1,3,1,42195,4,9468,90,1,4.4565906210392905,2.6300000000000003
28,22.3776226,1,2,1,2,42195,3,15430,30,1,2.7346079066753077,4.286111111111111
37,23.92344666,0,1,1,1,42195,3,12660,35,0,3.3329383886255926,3.5166666666666666
23,22.3776226,1,2,2,1,42195,4,14460,50,0,2.91804979253112,4.016666666666667
43,23.15398788,0,1,1,1,42195,2,15120,45,1,2.7906746031746033,4.2
28,20.44668007,0,2,1,1,42195,3,8966,115,0,4.706111978585769,2.4905555555555554
36,22.16610718,0,2,3,1,42195,4,10752,60,1,3.9243861607142856,2.9866666666666664
39,21.91380501,0,1,1,1,42195,4,12574,60,0,3.355734054397964,3.4927777777777775
55,22.51829529,0,2,3,1,42195,2,12752,38,0,3.308892722710163,3.542222222222222
29,22.22222137,1,2,1,1,42195,2,11276,73,0,3.7420184462575383,3.1322222222222225
32,18.39954567,0,2,2,3,42195,2,9848,70,1,4.284626320064988,2.7355555555555555
30,24.20903206,0,3,1,1,42195,3,20591,35,0,2.04919625078918,5.719722222222222
37,22.90478325,1,2,1,1,42195,2,11627,51,1,3.629053066139159,3.229722222222222
41,21.86121559,1,2,1,1,42195,3,13322,67,1,3.167317219636691,3.7005555555555554
33,18.03393936,0,2,3,1,42195,3,11009,65,1,3.832773185575438,3.0580555555555553
38,33.73579407,1,2,1,1,42195,2,16258,40,1,2.5953376799114283,4.516111111111111
28,23.29388237,0,2,1,1,42195,4,10839,65,0,3.8928867976750623,3.0108333333333333
57,25.5287571,0,1,3,1,42195,2,13155,64,1,3.2075256556442415,3.654166666666667
24,22.3776226,1,2,3,1,42195,2,16000,44,0,2.6371875,4.444444444444445
