Date,average_price,small_hass_volume,large_hass_volume,extra_l_hass_volume,type,yr,region,wk
2015-02-22,0.82,520034.92,346617.64,6532.39,conventional,2015,Houston,8
2015-02-15,0.73,571823.28,364817.51,5598.15,conventional,2015,Houston,7
2015-02-08,0.7,525259.71,535768.93,5175.33,conventional,2015,Houston,6
2015-02-01,0.72,540024.17,597855.73,8063.4,conventional,2015,Houston,5
2015-01-25,0.77,549415.32,309974.97,4231.47,conventional,2015,Houston,4
2015-01-18,0.77,458532.19,429687.47,9353.74,conventional,2015,Houston,3
2015-01-11,0.78,463272.52,441785.8,4094.47,conventional,2015,Houston,2
2015-01-04,0.71,506426.58,436347.57,4378.92,conventional,2015,Houston,1
2015-12-27,1.04,4647.28,69384.73,11206.4,conventional,2015,Indianapolis,52
2015-12-20,1.1,3702.2,67983.94,9327.71,conventional,2015,Indianapolis,51
2015-12-13,1.03,4904.51,69984.32,11398.44,conventional,2015,Indianapolis,50
2015-12-06,0.92,4067,89452.99,13570.12,conventional,2015,Indianapolis,49
2015-11-29,1.08,3079.44,65254.08,10854.59,conventional,2015,Indianapolis,48
2015-11-22,1.11,3979.57,68939.61,9639.94,conventional,2015,Indianapolis,47
2015-11-15,1.08,3478.99,71346.37,12795.08,conventional,2015,Indianapolis,46
2015-11-08,0.96,4337.57,84844.19,20220.42,conventional,2015,Indianapolis,45
2015-11-01,1.01,5224.61,84968.04,16933.14,conventional,2015,Indianapolis,44
2015-10-25,1.02,4333.17,89943.26,16586.3,conventional,2015,Indianapolis,43
2015-10-18,0.97,4397.88,102117.87,12142.13,conventional,2015,Indianapolis,42
2015-10-11,1.1,4270.64,75604.83,13860.26,conventional,2015,Indianapolis,41
2015-10-04,0.98,3645.9,87385.31,13528.83,conventional,2015,Indianapolis,40
2015-09-27,1.04,2961.25,85578.17,16176.43,conventional,2015,Indianapolis,39
2015-09-20,0.91,3942.44,116683.58,24166.47,conventional,2015,Indianapolis,38
2015-09-13,0.87,3668.07,130327.72,17967.91,conventional,2015,Indianapolis,37
2015-09-06,1.11,3361.77,92568.64,16662.01,conventional,2015,Indianapolis,36
2015-08-30,1.17,3709.1,86767.95,15531.08,conventional,2015,Indianapolis,35
2015-08-23,1.22,4293.59,77251.43,10288.24,conventional,2015,Indianapolis,34
2015-08-16,1.14,5270.74,90141.76,20017.79,conventional,2015,Indianapolis,33
2015-08-09,1.2,3553.34,91631.6,12389.35,conventional,2015,Indianapolis,32
2015-08-02,1.21,3914.24,94006.28,13847.9,conventional,2015,Indianapolis,31
2015-07-26,1.22,3840.1,84797.31,7897.34,conventional,2015,Indianapolis,30
2015-07-19,1.07,4866.47,101983.73,15100.98,conventional,2015,Indianapolis,29
2015-07-12,1.05,4181.35,101947.17,7053.06,conventional,2015,Indianapolis,28
2015-07-05,1.05,4890.33,119457.27,13495.86,conventional,2015,Indianapolis,27
2015-06-28,0.95,5514.89,121148.6,9267.12,conventional,2015,Indianapolis,26
2015-06-21,1.03,7214.14,124628.24,14564.3,conventional,2015,Indianapolis,25
2015-06-14,1.15,10382.27,97079.96,13744.21,conventional,2015,Indianapolis,24
2015-06-07,1.28,16121.1,80781.48,10648.98,conventional,2015,Indianapolis,23
2015-05-31,1.37,13199.86,80053.62,6630.76,conventional,2015,Indianapolis,22
2015-05-24,1.29,19662.17,92856.9,14814.07,conventional,2015,Indianapolis,21
2015-05-17,1.26,18666.08,89510.92,16162.78,conventional,2015,Indianapolis,20
2015-05-10,1.06,16899.58,127193.06,5271.2,conventional,2015,Indianapolis,19
2015-05-03,1.13,18025.82,113204.3,7488.56,conventional,2015,Indianapolis,18
2015-04-26,1.24,12319.28,88398.02,16641.02,conventional,2015,Indianapolis,17
2015-04-19,1.08,12091.85,106308.89,10136.69,conventional,2015,Indianapolis,16
2015-04-12,1.15,13496.9,86722.03,2457.5,conventional,2015,Indianapolis,15
2015-04-05,1.17,12623.45,95213.63,2843.96,conventional,2015,Indianapolis,14
2015-03-29,1.09,5382.76,97691.27,8095.81,conventional,2015,Indianapolis,13
2015-03-22,1.11,3961,102319.13,15542.64,conventional,2015,Indianapolis,12
2015-03-15,1.21,4942.49,88080.11,5551.28,conventional,2015,Indianapolis,11
2015-03-08,1.07,6082.65,97697.59,10846.32,conventional,2015,Indianapolis,10
2015-03-01,1.13,4876.24,110740.95,14372.16,conventional,2015,Indianapolis,9
2015-02-22,1.34,4269.36,80442.92,5161.84,conventional,2015,Indianapolis,8
2015-02-15,1.3,5833.67,75495.03,4664.15,conventional,2015,Indianapolis,7
2015-02-08,0.98,7650.86,109166.71,8455.43,conventional,2015,Indianapolis,6
2015-02-01,0.92,7245.61,181784.28,14761.53,conventional,2015,Indianapolis,5
2015-01-25,1.06,3642.56,108152.4,724.5,conventional,2015,Indianapolis,4
2015-01-18,1.14,2910.77,103890.9,2048.78,conventional,2015,Indianapolis,3
2015-01-11,1.25,3024.88,100509.97,1771.71,conventional,2015,Indianapolis,2
2015-01-04,1.02,4007.41,118435.79,1201.5,conventional,2015,Indianapolis,1
2015-12-27,0.99,91470.46,7688.79,514.7,conventional,2015,Jacksonville,52
2015-12-20,1.19,63053.15,6544.15,241.09,conventional,2015,Jacksonville,51
2015-12-13,0.96,100533.31,8913.72,199.12,conventional,2015,Jacksonville,50
2015-12-06,1.19,65041.02,7716.82,703.2,conventional,2015,Jacksonville,49
2015-11-29,0.96,85341.93,7840.61,266.31,conventional,2015,Jacksonville,48
2015-11-22,0.98,77130.61,8054.18,301.94,conventional,2015,Jacksonville,47
2015-11-15,1.25,57764.9,7319.36,998.99,conventional,2015,Jacksonville,46
2015-11-08,1.25,62219.27,7707.94,411.4,conventional,2015,Jacksonville,45
2015-11-01,0.97,110439.42,11892.01,995.43,conventional,2015,Jacksonville,44
2015-10-25,1.22,61125.82,8956.16,796.53,conventional,2015,Jacksonville,43
2015-10-18,1.25,57713.02,9666.15,834.92,conventional,2015,Jacksonville,42
2015-10-11,0.99,93556.4,12101.67,1201.18,conventional,2015,Jacksonville,41
2015-10-04,0.99,102479,13922.67,537.65,conventional,2015,Jacksonville,40
2015-09-27,1.27,52301.92,14641.98,1047.02,conventional,2015,Jacksonville,39
2015-09-20,0.99,97864.33,21665.96,447.77,conventional,2015,Jacksonville,38
2015-09-13,1.24,55192.87,19471.72,461.14,conventional,2015,Jacksonville,37
2015-09-06,0.98,109912.85,23440.35,1561.01,conventional,2015,Jacksonville,36
2015-08-30,1.26,64015.75,19572.08,657.28,conventional,2015,Jacksonville,35
2015-08-23,1.25,60641.9,19269.77,731.09,conventional,2015,Jacksonville,34
2015-08-16,1.25,60507.19,16156.31,697.22,conventional,2015,Jacksonville,33
2015-08-09,0.99,121358.64,22750.53,668.99,conventional,2015,Jacksonville,32
2015-08-02,1.24,63302.99,19717.01,759.06,conventional,2015,Jacksonville,31
2015-07-26,1.25,69032.32,19637.03,619.03,conventional,2015,Jacksonville,30
2015-07-19,1,111744.79,24068.98,647.13,conventional,2015,Jacksonville,29
2015-07-12,1.22,62590.29,18465.56,584.22,conventional,2015,Jacksonville,28
2015-07-05,0.95,132207.91,27446,1193.27,conventional,2015,Jacksonville,27
2015-06-28,1.16,78066.95,19522.69,866.73,conventional,2015,Jacksonville,26
2015-06-21,0.95,118742.11,23814.65,1147.34,conventional,2015,Jacksonville,25
2015-06-14,1.2,72175.96,13979.81,2356.55,conventional,2015,Jacksonville,24
2015-06-07,0.98,132109.76,13656.8,710.02,conventional,2015,Jacksonville,23
2015-05-31,1.24,86553.01,7980.5,615.86,conventional,2015,Jacksonville,22
2015-05-24,1,139484.96,13258.26,1049.26,conventional,2015,Jacksonville,21
2015-05-17,1.22,81751.17,8351.79,524.46,conventional,2015,Jacksonville,20
2015-05-10,1.24,85005.28,8543.63,625.5,conventional,2015,Jacksonville,19
2015-05-03,0.96,185046.86,16450.96,1347.25,conventional,2015,Jacksonville,18
2015-04-26,1.21,87231.57,9218.89,595.04,conventional,2015,Jacksonville,17
2015-04-19,1.17,81015.05,8893.31,650.56,conventional,2015,Jacksonville,16
2015-04-12,0.99,132039.44,13392.51,645.1,conventional,2015,Jacksonville,15
2015-04-05,1.1,105691.56,11012.21,848.18,conventional,2015,Jacksonville,14
2015-03-29,1.2,74529.93,8432.63,861.41,conventional,2015,Jacksonville,13
2015-03-22,0.96,136390.88,13642.52,613.36,conventional,2015,Jacksonville,12
2015-03-15,1.27,76237.55,8987.99,999.8,conventional,2015,Jacksonville,11
2015-03-08,1.24,77300.18,8997.99,745.39,conventional,2015,Jacksonville,10
2015-03-01,1.01,121358.37,13685.85,570.69,conventional,2015,Jacksonville,9
2015-02-22,1.1,79840.95,10684.39,1447.09,conventional,2015,Jacksonville,8
2015-02-15,1.24,70695.14,9457.72,595.88,conventional,2015,Jacksonville,7
2015-02-08,1.21,62181.18,9886.68,375.65,conventional,2015,Jacksonville,6
2015-02-01,0.92,171139.21,22525.96,1299.6,conventional,2015,Jacksonville,5
2015-01-25,1.2,66985.59,14505.13,523.89,conventional,2015,Jacksonville,4
2015-01-18,1.27,57479.2,16442.71,513.69,conventional,2015,Jacksonville,3
2015-01-11,1.2,57635.74,17025.48,529.41,conventional,2015,Jacksonville,2
2015-01-04,0.97,105203.79,19147.78,468.7,conventional,2015,Jacksonville,1
2015-12-27,0.83,135799.94,93317.46,4977.64,conventional,2015,LasVegas,52
2015-12-20,0.96,96355.05,77086.11,4749.61,conventional,2015,LasVegas,51
2015-12-13,0.95,101042.61,68490.51,4942.71,conventional,2015,LasVegas,50
2015-12-06,0.89,94777.64,107758.8,10794.34,conventional,2015,LasVegas,49
2015-11-29,0.95,88653.67,81160.21,5227.59,conventional,2015,LasVegas,48
2015-11-22,0.98,87241.86,91574.86,3926.84,conventional,2015,LasVegas,47
2015-11-15,0.95,100856.23,106817.36,4614.58,conventional,2015,LasVegas,46
2015-11-08,0.92,119810.22,74648.59,5456.06,conventional,2015,LasVegas,45
2015-11-01,0.99,87202.7,94900.43,12912.69,conventional,2015,LasVegas,44
2015-10-25,0.98,79873.47,115618.11,14217.03,conventional,2015,LasVegas,43
2015-10-18,0.91,108979.09,126743.26,4681.66,conventional,2015,LasVegas,42
2015-10-11,0.94,62866.32,155590.5,13357.96,conventional,2015,LasVegas,41
2015-10-04,0.97,69916.72,154943.93,5551.93,conventional,2015,LasVegas,40
2015-09-27,0.97,63209.79,170341.44,4057.49,conventional,2015,LasVegas,39
2015-09-20,0.97,70945.65,163822.19,5225.21,conventional,2015,LasVegas,38
2015-09-13,0.88,82171.46,179103,11064.14,conventional,2015,LasVegas,37
2015-09-06,1.02,123361.73,128141.12,7149.5,conventional,2015,LasVegas,36
2015-08-30,1.09,114660.27,124423.82,6958.54,conventional,2015,LasVegas,35
2015-08-23,1.06,131414.8,84541.6,4561.64,conventional,2015,LasVegas,34
2015-08-16,0.96,110442.18,136169.01,7799.26,conventional,2015,LasVegas,33
2015-08-09,0.96,117882.58,163299.76,8925.51,conventional,2015,LasVegas,32
2015-08-02,1.09,137413.89,79606.69,6250.99,conventional,2015,LasVegas,31
2015-07-26,1.06,137702.81,75823.92,8654.82,conventional,2015,LasVegas,30
2015-07-19,1.03,131325.7,78566.88,5011.33,conventional,2015,LasVegas,29
2015-07-12,1.02,136319.06,83225.67,5024.08,conventional,2015,LasVegas,28
2015-07-05,1.05,147937.64,100709.15,6281.59,conventional,2015,LasVegas,27
2015-06-28,1.01,138921.52,86492.67,4334.64,conventional,2015,LasVegas,26
2015-06-21,0.9,128876.23,126683.91,4219.33,conventional,2015,LasVegas,25
2015-06-14,0.88,145932.79,161219.75,3768.89,conventional,2015,LasVegas,24
2015-06-07,1.02,146782.32,112611.12,5234.25,conventional,2015,LasVegas,23
2015-05-31,1.03,134269.07,84841.82,8253.99,conventional,2015,LasVegas,22
2015-05-24,0.98,152869.01,83857.08,4566.03,conventional,2015,LasVegas,21
2015-05-17,0.95,144311.49,84178.93,3609.37,conventional,2015,LasVegas,20
2015-05-10,0.98,148053.33,117101.65,4266.19,conventional,2015,LasVegas,19
2015-05-03,0.94,146068.11,188533.85,6101.01,conventional,2015,LasVegas,18
2015-04-26,0.88,133307.7,132942.52,5032.11,conventional,2015,LasVegas,17
2015-04-19,0.82,206745.02,66506.38,7618.69,conventional,2015,LasVegas,16
2015-04-12,0.76,245368.93,69484.66,4229.89,conventional,2015,LasVegas,15
2015-04-05,0.81,226614.58,76597.83,6194.31,conventional,2015,LasVegas,14
2015-03-29,0.84,194240.37,104621.47,7463.43,conventional,2015,LasVegas,13
2015-03-22,0.9,151597.02,115109.24,5684.01,conventional,2015,LasVegas,12
2015-03-15,1.07,112120.65,108345.08,5897.76,conventional,2015,LasVegas,11
2015-03-08,1.01,114868.1,132275.9,5339.34,conventional,2015,LasVegas,10
2015-03-01,1.05,92829.75,151163.75,12440.57,conventional,2015,LasVegas,9
2015-02-22,1.16,98669.04,103066.3,4731.85,conventional,2015,LasVegas,8
2015-02-15,1.12,101363.74,111729.04,3869.22,conventional,2015,LasVegas,7
2015-02-08,1.01,108258.88,162192.25,4610.86,conventional,2015,LasVegas,6
2015-02-01,0.94,144461.66,185057.29,4255.15,conventional,2015,LasVegas,5
2015-01-25,1.06,114584.67,98937.17,3874.78,conventional,2015,LasVegas,4
2015-01-18,1.06,100191.96,94930.69,4887.89,conventional,2015,LasVegas,3
2015-01-11,0.93,126092.05,101653.19,9591.88,conventional,2015,LasVegas,2
2015-01-04,0.8,134003.07,120628.37,4591.23,conventional,2015,LasVegas,1
2015-12-27,0.8,976982.58,455203.42,86202.11,conventional,2015,LosAngeles,52
2015-12-20,0.85,870581.1,396515.66,96111.9,conventional,2015,LosAngeles,51
2015-12-13,0.74,1072331.45,456120.56,67975.05,conventional,2015,LosAngeles,50
2015-12-06,0.66,1204232.39,682692.02,64728.33,conventional,2015,LosAngeles,49
2015-11-29,0.83,833468.11,501667.47,70943.62,conventional,2015,LosAngeles,48
2015-11-22,0.81,886079.66,558302.72,75963.22,conventional,2015,LosAngeles,47
2015-11-15,0.74,1281378.91,661936.25,70734.46,conventional,2015,LosAngeles,46
2015-11-08,0.84,1314856.37,702841.97,75385.11,conventional,2015,LosAngeles,45
2015-11-01,0.89,1232603.24,914725.31,74252.61,conventional,2015,LosAngeles,44
2015-10-25,0.95,974251.62,925306.32,78774.2,conventional,2015,LosAngeles,43
2015-10-18,0.89,1045819.2,1169758.16,78303.54,conventional,2015,LosAngeles,42
2015-10-11,0.92,1014382.6,1205553.71,74862.42,conventional,2015,LosAngeles,41
2015-10-04,0.98,798046.49,1120569.37,86683.25,conventional,2015,LosAngeles,40
2015-09-27,0.9,1004429.55,1305809.85,81864.64,conventional,2015,LosAngeles,39
2015-09-20,0.99,1024117.14,947562.49,118706.07,conventional,2015,LosAngeles,38
2015-09-13,0.98,1076046.71,1079298.4,97210.13,conventional,2015,LosAngeles,37
2015-09-06,0.92,1809743.28,738938.41,90624.69,conventional,2015,LosAngeles,36
2015-08-30,0.9,2084250.55,503077.81,86574.37,conventional,2015,LosAngeles,35
2015-08-23,1.03,1687625.73,538010.14,92245.94,conventional,2015,LosAngeles,34
2015-08-16,0.93,2040657.52,516718.52,79890.52,conventional,2015,LosAngeles,33
2015-08-09,0.94,2176899.72,813280.77,69168.37,conventional,2015,LosAngeles,32
2015-08-02,1,1883744.01,503247.72,58532.61,conventional,2015,LosAngeles,31
2015-07-26,0.95,2052103.6,440413.6,79478.59,conventional,2015,LosAngeles,30
2015-07-19,1.02,1801294.72,417289.56,89206.49,conventional,2015,LosAngeles,29
2015-07-12,1.03,1707544.28,548712.47,83398.45,conventional,2015,LosAngeles,28
2015-07-05,0.96,2373501.16,564583.23,99097.11,conventional,2015,LosAngeles,27
2015-06-28,0.94,2073077.35,419199.06,75759.53,conventional,2015,LosAngeles,26
2015-06-21,0.91,2133616.93,473295.46,79616.07,conventional,2015,LosAngeles,25
2015-06-14,0.79,2747257.69,497878.86,69556.02,conventional,2015,LosAngeles,24
2015-06-07,0.84,2356669.17,447751.9,71705.74,conventional,2015,LosAngeles,23
2015-05-31,0.85,2355022.1,455405.46,76580.26,conventional,2015,LosAngeles,22
2015-05-24,0.97,2013195.78,465604.19,73414.62,conventional,2015,LosAngeles,21
2015-05-17,0.98,1817736.96,390302.38,54789.31,conventional,2015,LosAngeles,20
2015-05-10,0.78,2743972.44,390901.84,60232.29,conventional,2015,LosAngeles,19
2015-05-03,0.78,2914047.44,670161.4,61569.48,conventional,2015,LosAngeles,18
2015-04-26,1.02,1567937.53,427885.78,62487.28,conventional,2015,LosAngeles,17
2015-04-19,0.93,2029025.26,487491.5,58423.48,conventional,2015,LosAngeles,16
2015-04-12,0.93,1818859.19,579426.16,64716.4,conventional,2015,LosAngeles,15
2015-04-05,1.01,1753452.57,490701.38,73965.36,conventional,2015,LosAngeles,14
2015-03-29,1,1672623.8,535932.2,69022.84,conventional,2015,LosAngeles,13
2015-03-22,1.01,1423482.89,679696.81,68607.44,conventional,2015,LosAngeles,12
2015-03-15,0.94,1841764.25,445562.2,70872.78,conventional,2015,LosAngeles,11
2015-03-08,0.86,2005781.71,400644.42,62567.6,conventional,2015,LosAngeles,10
2015-03-01,0.75,2145439.03,592196.29,61863.94,conventional,2015,LosAngeles,9
2015-02-22,0.83,2050402.87,505580.16,61573.28,conventional,2015,LosAngeles,8
2015-02-15,0.83,2146773.46,408395.74,62511.83,conventional,2015,LosAngeles,7
2015-02-08,0.9,1673425.82,582236.24,58216.26,conventional,2015,LosAngeles,6
2015-02-01,0.74,2770656.27,854673.24,64439.7,conventional,2015,LosAngeles,5
2015-01-25,0.96,1518406.36,456562.55,60922.43,conventional,2015,LosAngeles,4
2015-01-18,0.89,1925013.31,526106.8,59364.23,conventional,2015,LosAngeles,3
2015-01-11,0.85,1786326.65,617233.39,58892.91,conventional,2015,LosAngeles,2
2015-01-04,0.85,1837999.65,524430.47,64225.78,conventional,2015,LosAngeles,1
2015-12-27,1.04,1377.63,37760.21,3204.01,conventional,2015,Louisville,52
2015-12-20,1.05,1703.96,30942.26,2554.61,conventional,2015,Louisville,51
2015-12-13,0.91,1830.69,47375.43,1613.63,conventional,2015,Louisville,50
2015-12-06,0.83,2186.88,65644.34,4604.01,conventional,2015,Louisville,49
2015-11-29,0.97,1290.11,34019.62,2342.95,conventional,2015,Louisville,48
2015-11-22,1.01,1319.83,33164.09,3367.31,conventional,2015,Louisville,47
2015-11-15,1.04,1374.81,33868.95,1787.47,conventional,2015,Louisville,46
2015-11-08,0.93,2052.89,52494.09,6709.02,conventional,2015,Louisville,45
2015-11-01,0.89,3443.02,60544.64,5446.36,conventional,2015,Louisville,44
2015-10-25,1.06,2031.83,36450.26,4127.43,conventional,2015,Louisville,43
2015-10-18,1.03,1772.55,46436.42,2941.09,conventional,2015,Louisville,42
2015-10-11,1.03,2060.03,44941.49,4873.81,conventional,2015,Louisville,41
2015-10-04,1.11,1596.38,39700.73,4198.9,conventional,2015,Louisville,40
2015-09-27,1.18,1456.28,40352.61,4205.02,conventional,2015,Louisville,39
2015-09-20,1.05,1645.41,40184.52,7294.86,conventional,2015,Louisville,38
2015-09-13,0.98,1730.17,56765.08,5424.16,conventional,2015,Louisville,37
2015-09-06,0.98,2188.71,65116.35,3287.09,conventional,2015,Louisville,36
2015-08-30,1.13,4909.59,40377.06,5962.35,conventional,2015,Louisville,35
2015-08-23,1.15,2607.26,39932.88,1974.24,conventional,2015,Louisville,34
2015-08-16,1.09,5051.31,45325.78,7750.34,conventional,2015,Louisville,33
2015-08-09,1.08,3152.23,52753.42,4025.84,conventional,2015,Louisville,32
2015-08-02,0.93,2141.86,59505.29,3666.88,conventional,2015,Louisville,31
2015-07-26,0.88,1965.35,64026.49,2057.87,conventional,2015,Louisville,30
2015-07-19,1.08,5812.67,44739.72,4934.99,conventional,2015,Louisville,29
2015-07-12,1.13,2051.9,43381.39,1678.98,conventional,2015,Louisville,28
2015-07-05,1.15,1948.65,49319.51,3205.65,conventional,2015,Louisville,27
2015-06-28,1.15,2289.22,41216.44,1060.8,conventional,2015,Louisville,26
2015-06-21,1.17,3338.54,44777.85,6132.64,conventional,2015,Louisville,25
2015-06-14,1.07,2241.94,50907.67,3570.35,conventional,2015,Louisville,24
2015-06-07,1.01,8145.6,62401.26,4540.35,conventional,2015,Louisville,23
2015-05-31,1,7195.55,58910.38,1622.81,conventional,2015,Louisville,22
2015-05-24,1.05,2581.31,55999.82,1616.65,conventional,2015,Louisville,21
2015-05-17,1.2,2114.98,48390.37,4737.13,conventional,2015,Louisville,20
2015-05-10,1.1,2278.4,60221.59,606.53,conventional,2015,Louisville,19
2015-05-03,1.03,2031.68,66286.54,2641.74,conventional,2015,Louisville,18
2015-04-26,1.21,2070.06,42192.26,2780.63,conventional,2015,Louisville,17
2015-04-19,1.01,2113.76,62591.27,5341.52,conventional,2015,Louisville,16
2015-04-12,0.97,2761.77,61733.99,340.98,conventional,2015,Louisville,15
2015-04-05,1.08,1833.31,49893.14,565.69,conventional,2015,Louisville,14
2015-03-29,1,2639.24,64264.48,1117,conventional,2015,Louisville,13
2015-03-22,0.99,2464.06,62778.34,7475.66,conventional,2015,Louisville,12
2015-03-15,1.21,2010.14,36582.61,1294.26,conventional,2015,Louisville,11
2015-03-08,1.18,2777.27,38415.34,1615.17,conventional,2015,Louisville,10
2015-03-01,1.02,1553.83,53158.82,6909.13,conventional,2015,Louisville,9
2015-02-22,1.01,3122.61,77315.21,1217.83,conventional,2015,Louisville,8
2015-02-15,1.13,3843.22,50486.3,1394.17,conventional,2015,Louisville,7
2015-02-08,1,6359.25,59424.49,1307.44,conventional,2015,Louisville,6
2015-02-01,0.9,5378.31,83854.56,5155.25,conventional,2015,Louisville,5
2015-01-25,1.02,2283,63038.53,234.29,conventional,2015,Louisville,4
2015-01-18,1.06,2250.1,63826.82,426.73,conventional,2015,Louisville,3
2015-01-11,1.05,2299.74,53313.74,237.88,conventional,2015,Louisville,2
2015-01-04,0.92,1991.63,75090.16,283.88,conventional,2015,Louisville,1
2015-12-27,0.99,387953.32,44652.25,54.44,conventional,2015,MiamiFtLauderdale,52
2015-12-20,1.21,238269.18,32386.55,92.33,conventional,2015,MiamiFtLauderdale,51
2015-12-13,0.97,387065.94,49363.2,85.47,conventional,2015,MiamiFtLauderdale,50
2015-12-06,1.25,247061.97,34861.19,83.27,conventional,2015,MiamiFtLauderdale,49
2015-11-29,0.98,349408.27,42435.51,70.13,conventional,2015,MiamiFtLauderdale,48
2015-11-22,0.98,359876.76,47195.19,72.44,conventional,2015,MiamiFtLauderdale,47
2015-11-15,1.22,258624.78,42921.48,21.31,conventional,2015,MiamiFtLauderdale,46
2015-11-08,1.22,223219.98,37562.72,21.15,conventional,2015,MiamiFtLauderdale,45
2015-11-01,0.98,415970.77,54992.76,32.81,conventional,2015,MiamiFtLauderdale,44
2015-10-25,1.25,212163.19,35901.59,42.02,conventional,2015,MiamiFtLauderdale,43
2015-10-18,1.24,224505.79,42454.42,24.92,conventional,2015,MiamiFtLauderdale,42
2015-10-11,1,384920.27,59335.78,21.6,conventional,2015,MiamiFtLauderdale,41
2015-10-04,0.99,411182.68,63182.62,48.48,conventional,2015,MiamiFtLauderdale,40
2015-09-27,1.31,200219.37,57857.02,40.63,conventional,2015,MiamiFtLauderdale,39
2015-09-20,0.98,381034.21,76606.11,58.29,conventional,2015,MiamiFtLauderdale,38
2015-09-13,1.26,197328.71,64770.61,17.92,conventional,2015,MiamiFtLauderdale,37
2015-09-06,0.98,442545.72,80524.31,13.63,conventional,2015,MiamiFtLauderdale,36
2015-08-30,1.24,212188.58,66569.74,73.73,conventional,2015,MiamiFtLauderdale,35
2015-08-23,1.24,218751.04,70677.18,63.85,conventional,2015,MiamiFtLauderdale,34
2015-08-16,1.24,213812.79,61634.91,31.89,conventional,2015,MiamiFtLauderdale,33
2015-08-09,0.97,450713.76,86740.57,81.16,conventional,2015,MiamiFtLauderdale,32
2015-08-02,1.22,219518.15,66230.77,66.26,conventional,2015,MiamiFtLauderdale,31
2015-07-26,1.24,233056.82,63065.93,76.64,conventional,2015,MiamiFtLauderdale,30
2015-07-19,0.96,436603.6,96849.49,98.68,conventional,2015,MiamiFtLauderdale,29
2015-07-12,1.24,235985.01,79717.36,87.27,conventional,2015,MiamiFtLauderdale,28
2015-07-05,0.98,483878.34,101119.61,193.76,conventional,2015,MiamiFtLauderdale,27
2015-06-28,1.21,259852.13,79482.73,262.36,conventional,2015,MiamiFtLauderdale,26
2015-06-21,0.96,445033.36,90433.46,5433.8,conventional,2015,MiamiFtLauderdale,25
2015-06-14,1.26,273373.33,55875.2,9215.34,conventional,2015,MiamiFtLauderdale,24
2015-06-07,0.99,503235.62,60937,103.99,conventional,2015,MiamiFtLauderdale,23
2015-05-31,1.27,296763.96,35493.31,57.9,conventional,2015,MiamiFtLauderdale,22
2015-05-24,1.01,571149.16,62989.67,72.94,conventional,2015,MiamiFtLauderdale,21
2015-05-17,1.24,323238.36,36762.19,136.17,conventional,2015,MiamiFtLauderdale,20
2015-05-10,1.28,315524.39,37151.03,58.42,conventional,2015,MiamiFtLauderdale,19
2015-05-03,0.98,690389.21,81078.28,35.99,conventional,2015,MiamiFtLauderdale,18
2015-04-26,1.25,341780.74,41476.06,120.02,conventional,2015,MiamiFtLauderdale,17
2015-04-19,1.23,306881.48,38958.56,41.04,conventional,2015,MiamiFtLauderdale,16
2015-04-12,1,525432.6,63130.09,59.84,conventional,2015,MiamiFtLauderdale,15
2015-04-05,1.11,370549.02,48767.27,91.39,conventional,2015,MiamiFtLauderdale,14
2015-03-29,1.25,261045.75,32977.11,87.26,conventional,2015,MiamiFtLauderdale,13
2015-03-22,0.97,480064.45,58232.21,165.2,conventional,2015,MiamiFtLauderdale,12
2015-03-15,1.33,272270.43,35374.87,145.85,conventional,2015,MiamiFtLauderdale,11
2015-03-08,1.3,253963.7,32888.65,62.9,conventional,2015,MiamiFtLauderdale,10
2015-03-01,1.01,484615.92,60307.81,41.65,conventional,2015,MiamiFtLauderdale,9
2015-02-22,1.24,256141.1,35032.65,67.64,conventional,2015,MiamiFtLauderdale,8
2015-02-15,1.29,243991.59,34941.84,77.29,conventional,2015,MiamiFtLauderdale,7
2015-02-08,1.25,249833.46,35897.43,34.5,conventional,2015,MiamiFtLauderdale,6
2015-02-01,0.95,566917.32,74532.61,82.04,conventional,2015,MiamiFtLauderdale,5
2015-01-25,1.27,289948.64,41120.06,65.81,conventional,2015,MiamiFtLauderdale,4
2015-01-18,1.3,285204.29,42798.99,42.64,conventional,2015,MiamiFtLauderdale,3
2015-01-11,1.28,242922.42,36043.54,38.69,conventional,2015,MiamiFtLauderdale,2
2015-01-04,0.97,398670.03,54844.33,39.07,conventional,2015,MiamiFtLauderdale,1
2015-12-27,1.05,435246.31,1022861.71,103811.97,conventional,2015,Midsouth,52
2015-12-20,1.05,446433.13,1024405.09,96387.48,conventional,2015,Midsouth,51
2015-12-13,1.03,515063.58,1060753.67,113979.43,conventional,2015,Midsouth,50
2015-12-06,1,507201.58,1154808.22,133316.89,conventional,2015,Midsouth,49
2015-11-29,1.05,417849.42,939038.5,101739.67,conventional,2015,Midsouth,48
2015-11-22,1.06,422437.27,955972.74,117353.23,conventional,2015,Midsouth,47
2015-11-15,1.02,470482.8,1302219.95,168586.54,conventional,2015,Midsouth,46
2015-11-08,1.04,568612.19,1248271.45,228267.05,conventional,2015,Midsouth,45
2015-11-01,1.08,549089.55,1188242.89,260946.16,conventional,2015,Midsouth,44
2015-10-25,1.13,522060.98,980865.05,211478.23,conventional,2015,Midsouth,43
2015-10-18,1.05,555583.11,1537196.96,215608.69,conventional,2015,Midsouth,42
2015-10-11,1.13,469059.21,1057488.47,277954.43,conventional,2015,Midsouth,41
